Email Address,SITE,PHONE,POSTCODE,SITECOUNT
dpo-google@google.com,Tarry Hill,1663746440,SK22 4LW,1
dpo@ldccare.co.uk,Chitty Barn,1303276000,CT16 1EU,1
dudleycourtcare@gmail.com,Dudley Court Care Limited,1217063087,B27 6QR,1
eastbrookhouse@gmail.com,Eastbrook House,2088056632,N9 8DA,1
eben@eyebytes.com,The Westwood and 2 other services,1254877755,BB1 4BZ,3
eldroncare@outlook.com,No 11&12 Third Row,1670860116,NE61 5SB,1
elizabethhouse.77@outlook.com,Elizabeth House,1217442753,B90 3BX,1
email@email.com,Flowers Manor and 25 other services,1275472069,SN15 3DQ,26
email@homeofcomfort.org.uk,Home of Comfort Nursing Home,2392730063,PO5 1NF,1
emmafield2025@outlook.com,Seaford Family Care and Homescare Ltd - Peacehaven,7368923042,BN25 2BD,2
enq@parkhousepnh.co.uk,Park House Nursing Home,1274817014,BD13 1QJ,1
enquires@autumn-lodge.co.uk,Autumn Lodge,1273271786,BN3 5PD,1
enquires@bhars.co.uk,Hithermoor House,1753776319,TW19 6AZ,1
enquires@jubileehouse.com,Jubilee House Care Trust - 29 Jonquil Close and The Meadows Short Break Centre,1707391113,AL7 3HX,2
enquiries.jeminiresponse@outlook.com,Jemini Place and 2 other services,132847266,BN27 3PN,3
enquiries@abbeyfieldwestkirby.co.uk,Abbeyfield Lear House,1516251883,CH48 5DT,1
enquiries@abbeytotalcare.co.uk,Bridge House Care Centre,2086478419,SM6 7DJ,1
enquiries@agapehomes.org.uk,Agape Annexe,1536238374,NN16 9QB,1
enquiries@allandalecaregroup.com,Heathermount Residential Home and The Croft,1513421102,CH60 4RH,2
enquiries@amesburyabbey.com,Amesbury Abbey Care Home and Sutton Manor Care Home,1980622957,SP4 7EX,2
enquiries@anncharltonlodge.co.uk,Ann Charlton Lodge,1642480660,TS10 4PR,1
enquiries@aquariuscarehome.co.uk,Aquarius Care Home,1634861380,ME5 9SH,1
enquiries@ardtullycarehome.co.uk,Ardtully Retirement Residence,1277353888,CM4 0BL,1
enquiries@areleyhouse.co.uk,Areley House Care Home,1299877727,DY13 0AB,1
enquiries@ashburton-house.co.uk,Ashburton House,1364653053,TQ13 7DT,1
enquiries@ashdownlodge.co.uk,Ashdown Lodge,1903785251,BN16 3PJ,1
enquiries@ashmoregrange.co.uk,Ashmore Grange Care Home,1165078487,LE19 4BF,1
enquiries@ashtree-house.co.uk,Ashtree House,1507450373,LN13 0NG,1
enquiries@auditcare.com,Kirlena House and Mon Choisy Care Home,1865739223,OX1 5NZ,2
enquiries@autonomygroup.net,The Willows and 3 other services,1985215757,BA12 9JN,4
enquiries@avonleelodge.co.uk,Avon Lee Lodge,1202476736,BH23 7JU,1
enquiries@bbch.co.uk,Bernhard Baron Care Home,1323483613,BN26 5HB,1
enquiries@bchal.org,Bedford Charter House,1234321400,MK40 2PU,1
enquiries@beechhillgrange.co.uk,Beech Hill Grange,1213730200,B72 1DU,1
enquiries@belmonthealthcare.co.uk,Wombwell Hall and 2 other services,1474569699,DA11 8BL,3
enquiries@bethphage.co.uk,Bradbury Court,1630412490,TF9 3FR,1
enquiries@bramblecottagebrighton.com,Bramble Cottage Retirement Home,1273565821,BN1 8NA,1
enquiries@brooklandsnursinghome.co.uk,Brooklands Nursing Home,1702525375,SS9 5XR,1
enquiries@burleigh-house.com,Burleigh House,1462893216,SG7 6AA,1
enquiries@burnbraelodge.co.uk,Burn Brae Lodge,1434632022,NE45 5RU,1
enquiries@butacare.com,Victoria Cottage,1234272757,MK40 2LW,1
enquiries@canterbury-care.com,Rowans Care Centre,1625422284,SK10 3AN,1
enquiries@caringhomes.org,The Pines Nursing Home and 8 other services,2088771951,SW15 2UQ,9
enquiries@centuryhealthcare.co.uk,Lytham Court Nursing Care Home and 4 other services,1253735216,FY8 5QG,5
enquiries@cholwellhouse.co.uk,Cholwell House Nursing Home,1761452885,BS39 5DJ,1
enquiries@cintre.org,Cintre House,1179738546,BS8 2HG,1
enquiries@citycarepartnership.co.uk,Fairleigh House and Heaton Vale,1612264550,M16 8EX,2
enquiries@cleeve-house.co.uk,Cleeve House,1684564454,WR14 1QH,1
enquiries@clover-grove.com,"Clover Grove Residential Care Home,",1202163817,BH18 8BY,1
enquiries@coatewatercare.co.uk,Mockley Manor Care Home and 8 other services,1564742325,B95 5PS,9
enquiries@collegeofstbarnabas.com,College of St Barnabas,1342870260,RH7 6NJ,1
enquiries@coltencare.co.uk,Avon Cliff and 12 other services,1202789998,BH1 3PE,13
enquiries@comae.org.uk,Priors Piece and 5 other services,1803863983,TQ9 5HU,6
enquiries@coombehouse.co.uk,The Coombe House,1491872174,RG8 9QL,1
enquiries@cqc.org.uk,Beechfields,1795520580,ME9 9ET,1
enquiries@creativesupport.co.uk,Trafford Respite Service,1617483562,M41 5DL,1
enquiries@crosswayscarehome.co.uk,Crossways Healthcare Limited,1444416841,RH16 2AA,1
enquiries@cuerden.com,Cuerden Developments Limited - Berkeley House and 2 other services,1942737372,WN5 9LA,3
enquiries@debdalecare.co.uk,Thistle Hill Hall,1623655100,NG19 7EZ,1
enquiries@dormycare.co.uk,Pine Martin Grange and 2 other services,1929551144,BH20 7AJ,3
enquiries@downsvale.co.uk,Downsvale Nursing Home,1306887652,RH4 1PT,1
enquiries@downviewresidentialhome.co.uk,Downview Residential Home,1488683087,RG17 0ED,1
enquiries@elderholme.co.uk,Elderholme Nursing Home,1513340200,CH63 4JY,1
enquiries@eothenhomes.org.uk,Eothen Residential Homes - Gosforth and 2 other services,1912130707,NE3 4BB,3
enquiries@eqcare.org,The Rowans Care Home and The Oaks Care Home,1942316740,WN2 5TE,2
enquiries@eventideresidentialhome.co.uk,Eventide Residential Home Limited,1288352602,EX23 8RQ,1
enquiries@evergreenscarehome.com,The Evergreens,1202526925,BH3 7JJ,1
enquiries@fairbygrange.co.uk,Fairby Grange,1474702223,DA3 8ER,1
enquiries@fairparkcare.com,Park View,1518321562,CH43 8SF,1
enquiries@fatherhudsons.org.uk,St Joseph's and St Catherine's Bungalows,1675434559,B46 3EA,2
enquiries@ferndalenursinghome.co.uk,Ferndale Nursing Home,1293520368,RH10 6BH,1
enquiries@forestcare.co.uk,Rowan Lodge and 3 other services,1256762757,RG27 9AN,4
enquiries@fortavahealthcare.co.uk,The Malting's Care Home and Thorpe Wood Care Home,1733897733,PE3 6AR,2
enquiries@freetimecare.co.uk,Spring Street,1384566180,DY9 7EL,1
enquiries@garretthouse.co.uk,Garrett House Residential Home Limited,1728453249,IP15 5EN,1
enquiries@garthcareservices.co.uk,The Garth Care Home with Nursing,1544230502,HR5 3BA,1
enquiries@gracefieldhealthcare.com,Gracefield Health Care Limited (GHC) - 31 St Domingo Grove,1512601984,L5 6RP,1
enquiries@grassingtonhouse.com,Grassington House,1305267968,DT1 1PP,1
enquiries@greenpastures.uk.com,Green Pastures Christian Nursing Home,1295279963,OX16 0TT,1
enquiries@gtch.co.uk,Green Trees Care Home,2084496381,EN4 0EY,1
enquiries@harbourrise.co.uk,Harbour Rise Rest Home,1803551834,TQ4 6DN,1
enquiries@heathfieldcarehome.co.uk,Heathfield Care Home,1243511040,PO20 8QA,1
enquiries@herewardcare.co.uk,Lyons Gardens,1733254261,PE6 7JS,1
enquiries@heronslea.co.uk,Herons Lea Residential Home Limited,1237476176,EX39 3PT,1
enquiries@highbroomcarehome.com,High Broom Care Home,1892654027,TN6 3SL,1
enquiries@hillcare.net,Lever Edge Care Home and 14 other services,1204660011,BL3 3EP,15
enquiries@hmtstquentin.org,"St Quentin Senior Living, Residential & Nursing Homes",1782617056,ST5 0LZ,1
enquiries@housing21.org.uk,Housing 21 - The Watermill,3701924220,WS3 1SJ,1
enquiries@imapcentre.co.uk,Wood Cottage and Danebank,,CW2 8SD,2
enquiries@in-caring-hands.co.uk,In Caring Hands St Austell,172661998,PL25 4DS,1
enquiries@jobsclose.org.uk,Job's Close Residential Home for the Elderly Limited,1564773499,B93 0HF,1
enquiries@keatehouse.com,Keate House Residential Home,1925752091,WA13 0QL,1
enquiries@kingfisherscarehome.co.uk,Kingfishers Nursing Home,1628520020,SL8 5RA,1
enquiries@kingsfieldcourt.co.uk,Kingsfield Court Care Home,1455360220,LE9 7DG,1
enquiries@kinlycare.co.uk,Boldmere Court Care Home,1213530003,B23 5SB,1
enquiries@kirklandscare.co.uk,Spencefield Grange and Meadow's Court,1162418118,LE5 6SD,2
enquiries@kyn.co.uk,KYN Bickley and KYN Hurlingham,205309700,BR1 2AZ,2
enquiries@lakescare.co.uk,The Lakes Care Centre,,SK16 4TX,1
enquiries@lakeshorehealthcare.co.uk,Lakeshore Nursing Home,1263822671,NR26 8PW,1
enquiries@lhnh.co.uk,Sherrington House Nursing Home and Lister House Nursing Home,1274494911,BD8 8RA,2
enquiries@lifeworks-uk.org,Sesame,1803329082,TQ1 3HA,1
enquiries@lovedayandco.com,Loveday Kensington,2032856152,W8 5EP,1
enquiries@lovett-care.com,Wilmslow Manor Care Centre and 8 other services,1619272940,SK9 2LX,9
enquiries@macdonaldcare.co.uk,The Old Vicarage,1204594736,BL1 7EQ,1
enquiries@mallands.co.uk,Mallands Residential Care Home,1626366244,TQ12 5NL,1
enquiries@manorbarncarehome.co.uk,Manor Barn Nursing Home,1243781490,PO20 7PE,1
enquiries@mayfield-residential.co.uk,Mayfield Residential Home,1406426063,PE12 7AG,1
enquiries@millingtonsprings.uk,Millington Springs,1773863557,NG16 6AN,1
enquiries@minstercaregroup.co.uk,The Glen Care Home and 3 other services,1524400255,LA4 5BN,4
enquiries@missioncare.org.uk,Willett House and Elmwood,2084028224,BR7 6LT,2
enquiries@nghc.co.uk,Nightingale Group ltd. Trentham Care Centre,1782644800,ST4 8FF,1
enquiries@northfieldcare.co.uk,Northfield House,1453488041,GL5 1SP,1
enquiries@oakleatrust.co.uk,Garth Brow (Adult Care Home) and Yealand Drive (Adult Care Home),1539734111,LA9 5NN,2
enquiries@optimacare.co.uk,The Chilterns and 3 other services,1843832628,CT8 8SA,4
enquiries@pcnh.co.uk,Petworth Cottage Nursing Home,1798342785,GU28 0HQ,1
enquiries@pembrokecare.com,Pembroke Lodge,1189414200,RG1 5PF,1
enquiries@pilkingtonfamilytrust.com,Ruskin Lodge,174420010,WA10 6AW,1
enquiries@polventon.co.uk,Polventon Residential Care Home,1326280734,TR12 6NS,1
enquiries@prestwoodcare.co.uk,Prestwood Coach House and Prestwood Lodge,1384877111,DY7 5AL,2
enquiries@prokare.co.uk,The Willows and 2 other services,1952684971,TF7 5AT,3
enquiries@quarrymount.co.uk,Quarry Mount,1793527715,SN1 4AX,1
enquiries@redhomes.com,Red Roofs Residential Care Home and 2 other services,1636707298,NG24 4LH,3
enquiries@redoakscare.com,Corner Oaks,1508570761,NR29 3NP,1
enquiries@restfulhomes.co.uk,Cannock Specialist Care Centre and 6 other services,1543622525,WS11 5BU,7
enquiries@rosebankcarehome.co.uk,Rosebank Care Home,1993225481,OX18 2JR,1
enquiries@rosebery-carehome.co.uk,Rosebery House,1323501026,BN22 9QA,1
enquiries@rosewoodmanor.co.uk,Rosewood Manor,1923624154,LE16 9BZ,1
enquiries@royalalfred.org.uk,Belvedere House,1737360106,SM7 3HB,1
enquiries@royalcambridgehome.org,Royal Cambridge Home,2089793788,KT8 9AH,1
enquiries@salutemsharedservices.co.uk,Ash Lea House and 13 other services,1773521763,DE55 7DT,14
enquiries@sandstonecare.co.uk,Ribble Court Care Home and Telford Hall,1772954897,PR4 4QB,2
enquiries@seathornecourt.co.uk,Seathorne Court Residential Home,1754765225,PE25 1RW,1
enquiries@seckford-foundation.org.uk,Jubilee House,1394382399,IP12 4NB,1
enquiries@signaturesl.co.uk,Signature at Caversham and 3 other services,1189113055,RG4 6LB,4
enquiries@silveroakshome.co.uk,Silver Oaks Residential Care Home,1530815665,LE67 5EW,1
enquiries@staidanlodge.com,St Aidan Lodge Residential Care Home,1913709691,DH1 5BL,1
enquiries@stjosephsresthome.co.uk,St Josephs Rest Home,2085183004,IG1 3HT,1
enquiries@stjudesnursinghome.co.uk,St Judes Nursing Home,2086431335,SM2 5DU,1
enquiries@stlukeshosp.co.uk,St Luke's Hospital - Oxford,1865228800,OX3 7PF,1
enquiries@stmartinshousing.org.uk,Highwater House,1603766627,NR2 4SZ,1
enquiries@stmichaelscare.org,St Michael's Nursing Home,1843834917,CT8 8LH,1
enquiries@stmichaelshomesltd.com,Dudbrook House,1277372426,CM14 5TQ,1
enquiries@stockdales.org.uk,Headonhey and 4 other services,1619693527,M33 5AH,5
enquiries@stoneacrelodge.com,Stoneacre Lodge Residential Home,1302882148,DN7 4BS,1
enquiries@stoneleighwsm.com,Stoneleigh Residential Care Home Limited,1934626701,BS23 4BN,1
enquiries@stratfieldlodge.co.uk,Stratfield Lodge Residential Home,1202553596,BH8 8JL,1
enquiries@stthomascomplex.com,St Thomas Complex,1914546662,NE33 2RX,1
enquiries@sundialcottage.co.uk,Sundial Cottage Rest Home Ltd,2380891031,SO45 1BW,1
enquiries@supportability.org.uk,Cheddle Lodge,1614285189,SK8 1BB,1
enquiries@syha.co.uk,Lister Avenue,1142900250,S12 3FH,1
enquiries@tendringcare.co.uk,Tendring Care Homes Ltd,2380864571,SO40 7DY,1
enquiries@thecareproject.co.uk,Rosewood House,7728899303,B74 4HL,1
enquiries@thechildrenstrust.org.uk,The Children's Trust - Tadworth,7842557888,KT20 5RU,1
enquiries@thepaddock-lydd.co.uk,The Paddock,1797321292,TN29 9AN,1
enquiries@thesagehome.com,Service to the Aged,2082018111,NW11 9AL,1
enquiries@treelandshome.net,Treelands Home Ltd Main Site and Treelands Atrium,1392811664,EX6 6AQ,1
enquiries@tricuro.org,Coastal Lodge,1202924812,BH1 3QR,1
enquiries@trurehab.com,Chapel House and 3 other services,1744638648,WN5 7LA,4
enquiries@trustworth.co.uk,Sunnyside Nursing Home,1753653920,SL0 9QA,1
enquiries@tuskerhouse.co.uk,Tusker House,1424421573,TN34 3PP,1
enquiries@unifiedcare.co.uk,37 Coleraine Road,2088884348,N8 0QJ,1
enquiries@ventry-care.com,St Francis Residential Care Home and Athenaeum Residential Care Home,2085273072,E4 9QR,2
enquiries@victorianursinggroup.co.uk,Victoria Chartwell,1273551355,BN3 6DA,1
enquiries@villamaria.co.uk,Villa Maria Private Nursing Home,2086801777,CR2 7BB,1
enquiries@warringtonresidentialcare.org.uk,Warrington Residential and Dementia Care,1249280050,SN13 9PD,1
enquiries@wemysslodge.co.uk,Wemyss Lodge,1793828227,SN3 4LH,1
enquiries@wendleberriehouse.co.uk,Wendleberrie House,1933442160,NN8 4ET,1
enquiries@westbournecarehome.co.uk,Westbourne Care Home,1462459954,SG5 2TP,1
enquiries@westcliffehomes.co.uk,Westwood Residential Care Home,1257264626,PR7 1LF,1
enquiries@westheanton.co.uk,West Heanton - Residential Home,1409281754,EX21 5PJ,1
enquiries@whitefieldhouse.co.uk,Whitefield House,1617969666,M45 7NF,1
enquiries@whitegatescarehome.com,Whitegates Care Home,1425472302,BH24 1LL,1
enquiries@whitelodgecare.com,White Lodge Care Home,1628898281,SL7 1RP,1
enquiries@windmillcare.com,Windmill House and 2 other services,1454413818,BS32 4PH,3
enquiries@woodlands-hillbrow.co.uk,Hill Brow and 3 other services,1252850236,GU10 5DB,4
enquiries@wrenretirement.co.uk,Westerham Place Residential Care Home and 2 other services,1959565805,TN16 1TD,3
enquiries@www.doddingtonlodge.com,Doddington Lodge,1584707084,DY14 0HJ,1
enquiriesactoncarecentre@goldcarehomes.com,Manor House and 17 other services,1213600680,B44 9AL,18
enquiry@echouk.net,Falcon House (ECHO) Limited and 2 other services,7917976076,ST17 9EU,3
enquiry@guildcare.org,Linfield House and 2 other services,1903529629,BN11 4JD,3
enquiry@haleplace.co.uk,Hale Place Farmhouse,1622871081,TN12 5EN,1
enquiry@relycareagency.co.uk,Constable House,1905422150,WR2 5RB,1
enquiry@stgeorgescare.co.uk,St. George’s Nursing Home,1590648000,SO41 0PS,1
example@mysite.com,Alison House and 14 other services,1452790612,GL2 8DX,15
falconhouse.manager@gmail.com,Falcon House Residential Home,1279658393,CM22 7PP,1
feedback@marbrook.co.uk,The Marbrook Centre,1480273273,PE19 8EP,1
felix.marufu@flexicoventry.co.uk,Flexi Coventry Limited,2476682968,CV7 9AJ,1
flowandflourishheals@gmail.com,Middleton Hall Retirement Village,1325332207,DL2 1HA,1
fmslgen.secretary@gmail.com,St Josephs Nursing Home,1903711325,BN17 6AU,1
foundation@percyhedley.org.uk,Wansbeck House and Tyne House,1912665491,NE2 3BB,2
fountains@barchester.com,Kingswood Court Care Home and 6 other services,1179603722,BS15 1PN,7
francesca@unlimitedcare.co.uk,Stanley Lodge Residential Home,1524791904,LA2 0HE,1
freeholdcottage@gmail.com,Freehold Cottage Residential Home,1706853384,OL12 8JB,1
fundraising.team@hestia.org,Lynton Terrace and Harwood Road,2089923343,W3 9DU,2
fundraising@abbeyfield.com,Parkdale Care Home and Staveley House,1902710581,WV3 9PG,2
gensec@sacredheartsjm.org,Marian House Care Home,1895253299,UB8 3PW,1
glendale-manager@extrafriend.co.uk,Glendale Lodge,1304363449,CT14 8BS,1
gm-bristol@serenity-homes.org,Edgecumbe Lodge Care Home,1179568856,BS16 5DS,1
goldenhill@primarymedicalsolutions.co.uk,Goldenpark Nursing Home,1782420600,ST6 3LL,1
gorwayhouse@gmail.com,Gorway House,1922615515,WS1 3BG,1
grovemanager@waltoncare.co.uk,Walton House Nursing Home and The Grove Care Home,1772628514,PR5 4PD,2
hammond.m@btconnect.com,Chelfham House Residential Home,1271850373,EX31 4RP,1
hazelwoodgardens@hotmail.com,Hazelwood Gardens Nursing Home,1179500810,BS9 3AE,1
headoffice@hhcare.co.uk,The Manor House Gosforth and The Manor House Whickham,1912170092,NE3 5TQ,2
headoffice@oakfieldpsych.co.uk,Wellfield,1619451378,NE1 4PA,1
heather@charinghealthcare.co.uk,Rosewood Residential Care Home and 9 other services,1322385880,DA9 9JB,10
heather@locharwoods.co.uk,Valmar Care t/a Locharwoods of Birkdale,1704564001,PR8 2AY,1
helena.maher@starandgarter.org,The Royal Star & Garter Homes - Solihull and 2 other services,1217116330,B91 3DE,3
hello@ashtonhealthcare.co.uk,Bletchingley and 2 other services,1444587920,RH16 3EG,3
hello@beehivecare.org.uk,"Cornwell House, Beehive Care",1903240313,BN12 5NN,1
hello@braemarcarehome.co.uk,Braemar Care Home,2392811399,PO5 2PU,1
hello@grosvenorcare.co.uk,Grosvenor House Care Home,1427616950,DN21 3DL,1
hello@ljwb.co.uk,Cranmer Scheme and Leeds Jewish Welfare Board - 248 Lidgett Lane,1132371052,LS17 5PX,2
hello@mhc-uk.com,Meols Drive Care Home with Nursing and Rockfield House,1516327010,CH47 4AQ,2
hello@parkhousesandy.org,Park House Nursing Care Centre,1767692186,SG19 1NL,1
hello@stepsrehabilitation.co.uk,STEPS Neurological and Trauma Rehabilitation Centre,1142587769,S7 2QA,1
hello@trustcare.co.uk,Rookhurst Lodge,1424225919,TN40 2NZ,1
hello@wechangelives.org.uk,The Mews,1925790596,WA5 2EY,1
help@birminghammind.org,Charles Davies House Residential Care,1215238880,B18 5PW,1
hendford@hendford.org.uk,Hendford Nursing Home,2083937891,KT17 3ER,1
highclifferesthome@hotmail.com,Teamcare Limited t/a Highcliffe Residential Home,1257265198,PR6 7HW,1
hnf-tr.communications@nhs.net,Granville Court,1964561322,HU18 1NQ,1
hollie@kingfishercares.com,Somerset House,1934832114,BS49 4DB,1
hollymeadhouse@aol.com,Hollymead House Limited,1243868826,PO22 8HG,1
holtretirement@btinternet.com,The Holt Retirement Home,1723862045,YO13 9LN,1
home@boucherne.co.uk,Boucherne Limited,1621855429,CM9 4SQ,1
home@kestrelgrove.co.uk,Kestrel Grove Care Home,20889504329,WD23 1JQ,1
homeadmin@millardcarehome.co.uk,Corner House and Corner Lodge Limited,1255432415,CO15 1DB,2
homemanager@aslocktonhall.com,Aslockton Hall Nursing & Residential Home,1949850233,NG13 9AH,1
homemanager@scalfordcourt.co.uk,Scalford Court Care Home,1664444696,LE14 4UB,1
homemanager@thehamptons-cheltenham.co.uk,The Hamptons,1242520527,GL53 0BN,1
homemanager@woodford-house.co.uk,Woodford House,1902324264,WV5 7HW,1
howardsresidentialhome@yahoo.com,Howards Residential Home,1932856665,KT15 1EY,1
hr@adelaidecaregroup.co.uk,Fiveways and 2 other services,2085315885,CT5 2DT,3
hr@lhccgroup.co.uk,Leyton House,2038597352,E15 2DE,1
hr@rydehouse.com,Ryde Cottage and 3 other services,1983614892,PO33 3NF,4
hrqueries@dimensions-uk.org,Queens Lodge,1293510734,RH11 8AY,1
hub.support@broughtonhouse.com,Broughton House - Veteran Care Village,1617402737,M7 4JD,1
huh-tr.pals.service@nhs.net,Mary Seacole Nursing Home,2077397977,N1 5LZ,1
impallari@gmail.com,Leahyrst Care Home and 2 other services,1142722984,S6 3NA,3
inclusionindependenceltd@gmail.com,Gladstone House,7980145915,DY8 3PE,1
info-nd@ndirections.co.uk,James Dixon Court,1517050320,L30 0QP,1
info@1n2.f71.myftpupload.com,Lee Valley Care Services Limited,2089020254,HA9 7QU,1
info@4sr.co.uk,Foresight Residential Limited - 14 Otley Road,1423500700,HG2 0DN,1
info@abbeycliffecarehome.co.uk,Abbeycliffe Residential Care Home,1618502851,M26 3BP,1
info@abbeyfieldmaidenhead.org.uk,Winton House,1753856466,SL4 5AZ,1
info@abbeyfieldthedales.co.uk,Fern House and Abbeyfield - Grove House Residential,1274065090,BD16 4FA,2
info@abbeyhealthcare.org.uk,Aaron Court and 4 other services,1162415552,LE5 1SJ,5
info@abbeyhouse.org.uk,Abbey House Nursing Home,2380454044,SO31 5FB,1
info@abodecarehomes.co.uk,Creedy House and 3 other services,1797362248,TN28 8NB,4
info@acornvillages.com,Acorn Village,1206394124,CO11 2NJ,1
info@acrecareservices.com,Potton House and Orchid Lawns,1767317289,SG18 0EL,2
info@actcare.co.uk,Enidaso,7703056117,B19 1HB,1
info@adicocare.co.uk,Ashbridge Lodge Residential Care Home,2084969354,E11 1NH,1
info@alexandrahomes.co.uk,Alexandra House - Bristol and Ash View House,1179778423,BS4 2PN,2
info@alistrelodge.co.uk,Alistre Lodge Nursing & Care Home,1253726786,FY8 1UR,1
info@allagcare.co.uk,Oak House,1162731717,LE5 5FP,1
info@altoncaregroup.com,Alton Manor Care Home - Portsmouth,2392862904,PO4 0QA,1
info@alverstokehouse.com,Alverstoke House Nursing Home,2392510254,PO12 2BX,1
info@amberley-lodge.co.uk,Amberley Lodge Care Home,1903201076,BN11 4PB,1
info@amberleycarehome.com,Amberley Care Home,1618258222,M33 6RX,1
info@amblesidecare.co.uk,Ambleside and Ambleside Residential Care Home,1242522937,GL51 6EG,2
info@amblesidenursinghome.co.uk,Ambleside Nursing Home,1934642172,BS23 2QT,1
info@apexhealthcare.co.uk,Sea Bank House and 2 other services,1253810888,FY6 0AD,3
info@apnaghar.co.uk,Apna Ghar Residential Home,1634850445,ME7 1EA,1
info@arkcare.co.uk,Greenways Rest Home,1772339083,PR5 8JP,1
info@arknursing.co.uk,Acorn House - Bideford and 2 other services,1237424248,EX39 1HG,3
info@ashahealthcare.co.uk,Ashfield Nursing Home and Bancroft Care Centre,1623723724,NG17 8BP,2
info@ashlandscarehome.co.uk,Ashlands Care Home,1623792711,NG21 0EH,1
info@ashridgecourt.co.uk,Ashridge Court Care Centre,1424842357,TN39 4QL,1
info@ashtonmeadows.co.uk,Ashton Meadows Nursing Home,2039497373,KT2 7EW,1
info@askhamvillagecommunity.com,Askham Grove,1354740269,PE15 0TX,1
info@aspencourtcare.co.uk,La Fontana,1935829900,TA12 6PQ,1
info@aspenmanorcarehome.co.uk,Aspen Manor Care Home,1572494770,LE15 6GL,1
info@aspiremhc.co.uk,Bramble House,3300947750,S43 2LQ,1
info@autismpathways.co.uk,"1, 2 and 3 St Georges Gardens",3304011229,CH42 6SJ,1
info@avalonresidentialhome.co.uk,Avalon Residential Home,1452417400,GL2 0RZ,1
info@bartoncourtcare.co.uk,Barton Court,1795875394,ME12 3PX,1
info@bartyhouse.co.uk,Barty House Nursing Home,1622737025,ME14 4HN,1
info@bendigonursinghome.co.uk,Bendigo Nursing Home,1323642599,BN21 2EL,1
info@benridgecarehomes.co.uk,Good Companions EMI Residential Care Home,1704220450,PR9 7PG,1
info@berrycroftcare.co.uk,Beechwood Lodge,1706860369,OL12 7PB,1
info@berrypomeroy.org.uk,Berry Pomeroy,1323720721,BN21 4EN,1
info@bhandalhomecare.co.uk,St Paul's Care Home,1522721764,LN5 9RF,1
info@birchfieldcarehome.co.uk,Birchfield Residential Care Home,1254266020,BB2 6LY,1
info@birkdalepark.co.uk,Birkdale Park Nursing Home,1704566066,PR8 2AT,1
info@birkdalevillagecarehome.co.uk,Birkdale Village Care Home,1704564801,PR8 4SR,1
info@birtleyhouse.co.uk,Birtley House Nursing Home,1483892055,GU5 0LB,1
info@bradburyhouse.co.uk,Bradbury House,1494671780,HP9 2JW,1
info@bradwellhall.com,Bradwell Hall Nursing Home,1782636935,ST5 8RQ,1
info@bramleycare.com,Sursum Limited Bramley House and The Old Rectory,1747860192,BA12 6JN,2
info@bramleyhealth.co.uk,Heathvale House,2087688050,CR7 7JL,1
info@broadoakmanor.co.uk,Broad Oak Manor Nursing Home,1992551900,SG14 2JA,1
info@bsjcare.co.uk,Beau Sejour Care Services,1727859948,AL1 5DL,1
info@burghheathlodge.co.uk,Burgh Heath Lodge,1372741025,KT17 4LP,1
info@burghhouse.co.uk,Burgh House Residential Care Home Limited,1493780366,NR31 9QL,1
info@care-matters.co.uk,Abbey Lodge,1424834818,TN33 0SH,1
info@careforveterans.org.uk,Care for Veterans,1903213458,BN11 4LJ,1
info@carelinelifestyles.co.uk,Lyons Court Care Home and 3 other services,1388834516,DL14 9RE,4
info@careopportunities.co.uk,The Conifers,1256869949,RG22 5LR,1
info@caretech-uk.com,Sunningdale House and Bethany House,1423569191,HG1 5EN,2
info@caringuk.com,The Cedars Rest Home Limited,1619284361,WA14 2HX,1
info@carletoncourtskipton.co.uk,Carleton Court Residential Home Limited,1756701220,BD23 2BE,1
info@carlton-group.com,Carlton Autistic Care Centre,1484649899,HD3 4RZ,1
info@carltonhall.co.uk,Carlton Hall Residential Home and Village,1502513208,NR33 8BL,1
info@cascade-care.com,Cascade (Stiles House) and 4 other services,1964613168,HU19 2HH,5
info@castlefarmcare.co.uk,Castle Farm Care Home,1258857642,BH16 6BZ,1
info@catalystchoices.org.uk,4 Cronulla Drive,1925202380,WA5 3HS,1
info@cavendishcarehome.co.uk,Cavendish Care Home,1452521896,GL1 5LF,1
info@cedars-carehome.co.uk,Cedars Care Home,1702236090,SS2 6FQ,1
info@cedartrust.co.uk,Magnolia House,1684850111,GL20 8HZ,1
info@chartwelltrust.org,Sheringham House,2085904700,IG3 8LQ,1
info@chegworthnursinghome.com,Chegworth Nursing Home,2086429453,SM2 7EH,1
info@chelstonpark.co.uk,Chelston Park Nursing and Residential Home - Chelston Gardens Dementia Nursing Home,1823667066,TA21 9PH,1
info@chesterlodge.org.uk,Chester Lodge Care Home,1244342259,CH1 3BX,1
info@cimacare.co.uk,Hill House and 2 other services,1773471055,DE55 7JP,3
info@cjbcare.co.uk,Tree Tops and Leigh House,1283530416,DE15 0LB,2
info@cliftonviewcarehome.com,Clifton View Care Home,1159842021,NG11 9GH,1
info@cloughhousecarehome.co.uk,Clough House,1772436890,PR25 3EL,1
info@coastcaregroup.co.uk,Whitebriars Care Home and 2 other services,1424215335,TN40 1NG,3
info@cockleburyfarmhouse.co.uk,79 Malmesbury Road,1249651992,SN15 1PX,1
info@compassionatehealthcare.co.uk,Compassionate Lodge,1782970812,ST11 9AB,1
