Name,Postcode,Phone number,Website,Email,Found on page
Windmill Lodge Care Home,SW2 5PY,2086744940,https://www.excelcareholdings.com,,
Heightside House Nursing Home,BB4 9HG,1706830570,https://www.heightsidehouse.co.uk,,
Kington Court Nursing Home,HR5 3BX,1544232333,https://www.rotherwood-group.co.uk,logo@1x-BCarN8rE.png,https://www.rotherwood-group.co.uk
The Good Companions (Cumbria) Limited,CA7 4BT,1697331553,https://www.gchc.co.uk,admin@gchc.co.uk,https://www.gchc.co.uk
Camplehaye Residential Home,PL19 8QD,1822612014,https://www.avenscarehomes.co.uk,,
Fairfield Care Ltd,WA15 0QZ,1619287039,https://www.fairfieldresidential.co.uk,management@fairfieldresidential.co.uk,https://www.fairfieldresidential.co.uk
Peartree Care Home,SE26 5HF,2084889000,https://www.excelcareholdings.com,,
Primrose Bank Care Home,FY6 7HJ,1253884488,https://www.primrose-bank.com,,
Mount Olivet Nursing Home,TQ3 2DY,1803522148,https://www.mountolivet.co.uk,,
Kingsmount Residential Home,TQ3 2LT,1803663460,https://www.kingsmount.co.uk,,
Grange Cottage Residential Home,SM2 6RS,2086422721,https://www.grangecottage.wordpress.com,,
Forest Hill House Nursing Home,BH21 3RT,1202631741,https://www.royalbay.co.uk,,
The Old Vicarage,NN16 9UP,1536484378,https://www.royalbay.co.uk,,
The Queen Charlotte,DT3 4DQ,1305773128,https://www.kingsleyhealthcare.co.uk/care-homes/queen-charlotte-care-home/,procurement@kingsleyhealthcare.co.uk,https://www.kingsleyhealthcare.co.uk/contact-us
Highcliffe Nursing Home,BH23 5JS,1425689328,https://www.kingsleyhealthcare.co.uk/care-homes/highcliffe-nursing-home/,procurement@kingsleyhealthcare.co.uk,https://www.kingsleyhealthcare.co.uk/contact-us
Higher Bank,BB2 6EU,1254582554,https://www.blackburncarehomes.com,,
Saxon Lodge Residential Home Limited,CT4 5LT,1227831737,https://www.saxon-lodge.co.uk,info@saxon-lodge.co.uk,https://www.saxon-lodge.co.uk
St Mary's Gate Euxton,PR7 6AH,1257241899,https://www.linkability.org.uk,,
Jasper Lodge,GL4 6ED,1452302492,https://www.selwyncare.com,,
Edward House,GL4 6ED,1452302462,https://www.selwyncare.com,,
Westport Care Home,E1 0RA,2077901222,https://www.excelcareholdings.com,,
Grange Hill House Residential Home,B62 0JJ,1215501312,https://www.carltoncaregroup.co.uk,admin@carltoncaregroup.co.uk,https://www.carltoncaregroup.co.uk
Pendle View,BB9 7UQ,1282690703,https://www.potensial.co.uk,,
Calder View,BB8 0JL,1282868077,https://www.potensial.co.uk,,
Northfield Nursing Home,S6 3GP,1142687827,https://www.palmsrow.co.uk,,
Westbourne House Nursing Home,S4 8FA,1142610016,https://www.palmsrow.co.uk,,
Somerville House,EX15 2PP,1884820811,https://www.somerville.care/,info@somerville.care,https://www.somerville.care/contact
Heatherwood Care Centre,CR8 3EH,2086606646,https://www.heatherwood.org,info@heatherwood.org,https://www.heatherwood.org
The Manse Care,PR4 2UJ,1772686684,https://www.mansecare.co.uk/,info@mansecare.co.uk,https://www.mansecare.co.uk
Valmar Care t/a Locharwoods of Birkdale,PR8 2AY,1704564001,https://www.locharwoods.co.uk,heather@locharwoods.co.uk,https://www.locharwoods.co.uk
Hillcroft Residential Care Home,L39 5AT,1695422407,https://www.hillcroftcarehome.co.uk,,
Alsley Lodge,L40 1TB,1704821713,https://www.alsleylodge.co.uk,,
Summerhill,NE66 1AL,1665602203,https://www.summerhillcare.com,,
The Lodge - Dementia Care with Nursing,PR7 7EP,1772625000,https://www.buckshawretirementvillage.com/the-lodge/,info@hica-uk.com,https://www.buckshawretirementvillage.com
Hallamshire Residential Home,S10 2DN,1142669669,https://www.hallamshirecare.co.uk,,
Casa Mia Care Home,DY14 9EH,1299266317,https://www.casamia.org.uk,management@casamia.org.uk,https://www.casamia.org.uk/contact
Welcome House - Ruby Lodge,DA11 0HZ,1474355594,https://www.welcomehouse.co.uk,,
Welcome House - The Chestnuts,ME1 1RX,1634842084,https://www.welcomehouse.co.uk,,
Clifton Manor Nursing Home,NG11 8AW,1159848485,https://www.monarchhealthcare.co.uk,,
Burgess Care,CV31 1XH,1926614048,https://www.autismcareuk.com,,
Grizedale,DH8 6EL,1207583708,https://www.salutemcareers.co.uk,enquiries@salutemsharedservices.co.uk,https://www.salutemcareers.co.uk
New Ridley Road,NE43 7EY,1661844112,https://www.salutemcareandeducation.co.uk,enquiries@salutemsharedservices.co.uk,https://www.salutemcareandeducation.co.uk
Mayfield House,CW1 3FZ,1270500414,https://www.mayfieldhousecarehomes.co.uk,,
Nightingale,S35 9ZX,1142571281,https://www.nightingalecarehome.com,,
Grace Manor Care Centre,ME7 2UD,8444725170,https://www.foresthc.com,whistleblowing@foresthc.com,https://www.foresthc.com
The Cedars Rest Home Limited,WA14 2HX,1619284361,https://www.caringuk.com,info@caringuk.com,https://www.caringuk.com/contact
Ashling House,RM11 1NZ,1708452765,https://www.ashlinghouse-arranmanor.co.uk,,
Foresight Residential Limited - 66 Leeds Road,HG2 8BG,1423815555,https://www.4sr.co.uk,,
Willow Brook Care Home,NG4 3BG,1159613399,https://www.rosmeadhealthcare.co.uk/willow-brook-carehome.,Alexandra.manager@rosmeadhealthcare.co.uk,https://www.rosmeadhealthcare.co.uk
Udal Garth,PL11 2DH,1752815999,https://www.prioryadultcare.co.uk,communications@priorygroup.com,https://www.prioryadultcare.co.uk
St Winnow,PL9 7DQ,1752402300,https://www.prioryadultcare.co.uk,communications@priorygroup.com,https://www.prioryadultcare.co.uk
Fair View Lodge,TQ12 2PL,1626362001,https://www.prioryadultcare.co.uk,communications@priorygroup.com,https://www.prioryadultcare.co.uk
Ridgecott,PL7 2HJ,1752337711,https://www.prioryadultcare.co.uk,communications@priorygroup.com,https://www.prioryadultcare.co.uk
Links Lodge,FY1 2RU,1253228677,https://www.careluxe.co.uk,,
St Saviours Care Home,DN22 6QW,1777703040,https://www.stsaviourscarehome.com,,
Enhanced Elderly Care Service -  Byker Hall Care Home,NE6 2SB,1912240588,https://www.enhancedcare.co.uk,,
Ablegrange Severn Heights Limited,WR2 4TQ,1905831199,https://www.ablegrange.co.uk,,
Harbour Care Home,CT6 8HY,1227741940,https://www.harbourcaregroup.co.uk,admin@harbourcaregroup.co.uk,https://www.harbourcaregroup.co.uk
Woodlands Nursing Home,DE5 3LW,1773744919,https://www.monarchhealthcare.co.uk,,
Deer Park Care Home,HR8 2XW,8081786565,https://www.porthaven.co.uk,,
The Glen Care Home,BA4 6JS,1749830369,https://www.theglencarehome.co.uk,,
Meadow Lodge Care Home,DN14 0ND,1977662899,https://www.meadowlodge.co.uk,,
Halwill Manor Nursing Home,EX21 5UH,1409221233,https://www.halwillmanor.co.uk,admin@halwillmanor.co.uk,https://www.halwillmanor.co.uk/contact
Netherwood Residential Care Home,TF11 8DG,1952462192,https://www.netherwoodhome.co.uk,,
Heathcote Care Home,BH19 1JJ,1929423778,https://www.heathcotecarehome.com/html/contact.html,,
Banksfield Nursing Home,PR2 3RN,1772733001,https://www.banksfieldnursing.co.uk,,
Cameron Lodge,CT14 9TU,1304803610,https://www.alliedcare.co.uk,webmaster@alliedcare.co.uk,https://www.alliedcare.co.uk
The Hawthorns,B16 9JH,1214559024,https://www.hawthornsresthome.co.uk,,
Ashdene House,CT11 0EF,1843592045,https://www.alliedcare.co.uk,webmaster@alliedcare.co.uk,https://www.alliedcare.co.uk
The Old Vicarage,TA5 2PZ,1278653056,https://www.restcare.co.uk,,
Ashingham House,CT16 3DJ,1304826842,https://www.alliedcare.co.uk,webmaster@alliedcare.co.uk,https://www.alliedcare.co.uk
Chelfham House Residential Home,EX31 4RP,1271850373,https://www.chelfhamhouse.co.uk,hammond.m@btconnect.com,https://www.chelfhamhouse.co.uk
Glenhurst Manor,BH4 8BB,1202761175,https://www.glenhurstmanor.co.uk,info@glenhurstmanor.co.uk,https://www.glenhurstmanor.co.uk
Chester Lodge Care Home,CH1 3BX,1244342259,https://www.chesterlodgenursinghome.co.uk,info@chesterlodge.org.uk,https://www.chesterlodgenursinghome.co.uk
Ann Challis,M41 9LT,1617483597,https://www.jemcareltd.co.uk,,
Brampton Lodge,CT20 2LG,1303258227,https://www.bramptonlodge.com,,
Rivermere Retirement and Care Home,TN13 2PZ,1732748400,https://www.sunrise-care.co.uk,,
Lyndhurst Rest Home,CT5 2BE,1227275290,https://www.oasiscaregroup.co.uk,info@oasiscaregroup.co.uk,https://www.oasiscaregroup.co.uk
Nightingale Group ltd. Trentham Care Centre,ST4 8FF,1782644800,https://www.nghc.co.uk,enquiries@nghc.co.uk,https://www.nghc.co.uk/contact
The Dales,CA15 7DX,1900817977,https://www.thedales.org,,
Bright Meadows,BL2 6PP,1204392005,https://www.harbourhealthcare.co.uk,info@harbourhealthcare.co.uk,https://www.harbourhealthcare.co.uk/contact
The Cottage Residential Home,LN4 2BA,1526320887,https://www.bsbcare.co.uk,,
Harbour House,DT6 4EY,1308423277,https://www.westbayhousing.co.uk,,
St Josephs,L17 0AN,1517290888,https://www.nugentcare.org,,
Camelot House & Lodge,TA21 9HY,1823666766,https://www.camelothousenursing.co.uk,,
Charnwood Lodge,LE11 3YG,1509890184,https://www.prioryadultcare.co.uk,communications@priorygroup.com,https://www.prioryadultcare.co.uk
Victoria House,BB9 5RH,1282697535,https://www.deltacare-ltd.com,admin@deltacare-ltd.com,https://www.deltacare-ltd.com/contact
Newhaven,CH45 0LU,1516396420,https://www.newhavencare.com,,
Manor House Residential Home,LE16 8YU,1536771722,https://www.autumn-care.co.uk,info@rklventures.com,https://www.autumn-care.co.uk
Dryclough Manor,OL2 6DA,1616267454,https://www.drycloughmanor.co.uk,,
Milestones,GL14 2RP,1594825777,https://www.steppingstonesru.co.uk,,
Dean Grange,GL14 1JG,1452762908,https://www.steppingstonesru.co.uk/locations/dean-grange,,
The Old Vicarage [Blakeney],GL15 4DS,1594517098,https://www.steppingstonesru.co.uk,,
Forster House,B67 7LX,7897579892,https://www.hickamhealthcare.co.uk,,
Brickbridge House,WV5 0AQ,1902892619,https://www.prioryadultcare.co.uk,communications@priorygroup.com,https://www.prioryadultcare.co.uk
Rose Farm,DN11 8NB,1302744664,https://www.rosefarmhome.co.uk,admin@rosefarmhome.co.uk,https://www.rosefarmhome.co.uk
Bronte,EX3 0QT,1392879350,https://www.bronte-devon.com,,
Newgrove House Care Home,DN36 4RZ,1472822176,https://www.newgrovehousecarehome.net,,
New Victoria Nursing Home,FY1 4JG,1253621043,https://www.rhcl.co.uk,info@rhcl.co.uk,https://www.rhcl.co.uk/contact
The Laurels Care and Nursing Home,OL13 8GT,1706878389,https://www.rhcl.co.uk,info@rhcl.co.uk,https://www.rhcl.co.uk/contact-us
Abbeycroft Residential Care Home,BB4 8QL,1706225582,https://www.rhcl.co.uk,info@rhcl.co.uk,https://www.rhcl.co.uk/about
Ashurst House,ME13 8QH,1795590022,https://www.alliedcare.co.uk,webmaster@alliedcare.co.uk,https://www.alliedcare.co.uk
The Lawns Nursing and Residential Care,PL8 2AX,1752880465,https://www.thelawnsbrixton.co.uk,,
Richmond Mews,ST1 4ND,1782222313,https://www.nationalcaregroup.com,info@nationalcaregroup.com,https://www.nationalcaregroup.com
Cauldon Place,ST4 2DN,1782275760,https://www.nationalcaregroup.com,info@nationalcaregroup.com,https://www.nationalcaregroup.com
Regent Road,ST1 3BT,1782263720,https://www.nationalcaregroup.com,info@nationalcaregroup.com,https://www.nationalcaregroup.com
Summerfield House,DY2 8ST,1384240507,https://www.grazebrookhomes.com,,
Florence Road,BH5 1HQ,1202396933,https://www.shelleypark.co.uk,info@shelleypark.co.uk,https://www.shelleypark.co.uk
Prestwood Coach House,DY7 5AL,1384877111,https://www.prestwoodcare.co.uk,enquiries@prestwoodcare.co.uk,https://www.prestwoodcare.co.uk
Tabley House,WA16 0HB,1565650888,https://www.cygnetnursinghomes.co.uk,,
Faithfull House,GL50 2DT,1242514319,https://www.lilianfaithfull.co.uk,,
St Faith's Nursing Home,GL50 2NR,1242240240,https://www.lilianfaithfull.co.uk,,
Blurton Road,ST3 2DG,1782336357,https://www.prioryadultcare.co.uk,communications@priorygroup.com,https://www.prioryadultcare.co.uk
Strathmore House,ST3 4AU,1782595947,https://www.prioryadultcare.co.uk,communications@priorygroup.com,https://www.prioryadultcare.co.uk
High Cross House,ST3 2BS,1782594696,https://www.prioryadultcare.co.uk,communications@priorygroup.com,https://www.prioryadultcare.co.uk
Oakdene Care Home,NG34 7DJ,1529415253,https://www.oakdenecarehome.co.uk,,
Upper Ford Lodge,WR9 0BQ,1905779949,https://www.autismwestmidlands.org.uk,,
Seathorne Court Residential Home,PE25 1RW,1754765225,https://www.seathornecourt.co.uk,enquiries@seathornecourt.co.uk,https://www.seathornecourt.co.uk
Meadowcare Home,BS6 7JG,1179730174,https://www.meadowcare.co.uk,,
Ashfield Nursing Home,NG17 8BP,1623723724,https://www.ashahealthcare.co.uk,info@ashahealthcare.co.uk,https://www.ashahealthcare.co.uk
Aylestone Grange,LE2 8TG,1162249353,https://www.aylestonegrange.co.uk,,
The Meadows Care Home,DN33 2HY,1472823287,https://www.shirecarehomes.co.uk,,
The White House Care Home,PL31 2DU,120872310,https://www.whitehousecarehome.co.uk,64@2x-8.png,https://www.whitehousecarehome.co.uk
Spratslade House Care Home,ST3 4EA,1782311531,https://www.pearlcare.co.uk,admin@pearlcare.co.uk,https://www.pearlcare.co.uk
Levitt Mill,S66 8NN,1709769755,https://www.prioryadultcare.co.uk,communications@priorygroup.com,https://www.prioryadultcare.co.uk
Progress House,S64 5TZ,1709589385,https://www.prioryadultcare.co.uk,communications@priorygroup.com,https://www.prioryadultcare.co.uk
Walmersley Road,BL9 6NX,1617612484,https://www.potensial.co.uk,,
Alexandra House - Gloucester,GL1 3DR,1452418575,https://www.prioryadultcare.co.uk,communications@priorygroup.com,https://www.prioryadultcare.co.uk
The Cedars,GL2 0RS,1452310727,https://www.craegmoor.co.uk,communications@priorygroup.com,https://www.craegmoor.co.uk
Berkeley House,HU9 4UW,1482761000,https://www.bupa.com,,
Astor Hall,PL1 5RB,1752562729,https://www.mayhaven.com,,
St Anne's Home - London,N16 5BL,2088262500,https://www.littlesistersofthepoor.co.uk,ms.glasgow@lspscotland.com,https://www.littlesistersofthepoor.co.uk/contact
St Joseph's - Manchester,M13 0AR,1612734147,https://www.littlesistersofthepoor.co.uk,ms.glasgow@lspscotland.com,https://www.littlesistersofthepoor.co.uk/contact
St Joseph's - Newcastle,NE4 7QA,1912731279,https://www.littlesistersofthepoor.co.uk,ms.glasgow@lspscotland.com,https://www.littlesistersofthepoor.co.uk/contact
Nicholas House Care Home,DN9 2HY,1427752862,https://www.nicholashousecarehome.net,,
Sandiway Manor Residential Home,CW8 2JW,1606883008,https://www.crhtrust.org.uk,,
Trepassey Residential Home,CH60 0BW,1513422889,https://www.crhtrust.org.uk,,
St Andrews House,CV5 6FP,2476673745,https://www.standrewshouse.org.uk,info@standrewshouse.org.uk,https://www.standrewshouse.org.uk/contact
Holly House Care Home,DN17 3LY,1724782351,https://www.hollyhousecarehome.net,,
Wetley Manor Care Home,ST9 0AS,1782551144,https://www.wetleymanor.co.uk,,
Tregenna House,TR14 7QG,1209713040,https://www.trecaregroup.co.uk,,
Aspen House,ME16 0SH,1634280703,https://www.purecareuk.com,info@purecareuk.com,https://www.purecareuk.com
Brook House,ME7 4EA,1634280703,https://www.purecareuk.com,info@purecareuk.com,https://www.purecareuk.com
Woodleigh Care Home,NG19 7AG,1623420459,https://www.woodleighcare.co.uk,,
St Patrick's House,SP4 7LL,1980626434,https://www.nationalcaregroup.com,info@nationalcaregroup.com,https://www.nationalcaregroup.com
Pennings View,SP4 7LL,1980624370,https://www.nationalcaregroup.com,info@nationalcaregroup.com,https://www.nationalcaregroup.com
Autumn Grange Nursing Home,S80 4JT,1909724098,https://www.monarchhealthcare.co.uk,,
Orchard House Nursing Home,WV3 7DS,1902653500,https://www.orchardhousenursinghome.com,admin@ohnh.org,https://www.orchardhousenursinghome.com
Abraham House,PR2 1EQ,1772721102,https://www.abrahamhousepreston.co.uk,,
Berwick House Rest Home,FY4 2PT,1253342181,https://www.berwickcare.com,,
Pickworth House,PE21 6PE,1205580585,https://www.pickworthsresidentialliving.co.uk/,dawn@pickworthsresidentialliving.co.uk,https://www.pickworthsresidentialliving.co.uk/contact-us
Palmarium,SN11 9DD,7583111862,https://www.nationalcaregroup.com,info@nationalcaregroup.com,https://www.nationalcaregroup.com
Ashbrook Nursing Home,RM5 3XS,1708736588,https://www.ashbrooknursinghome.co.uk,admin@ashbrooknursinghome.co.uk,https://www.ashbrooknursinghome.co.uk
July VII Limited t/a Wykenhurst Residential Home,HR4 0DZ,1432278435,https://www.wykenhurstcarehome.com,,
Victoria Court,BS23 2HZ,1934629392,https://www.cts-homes.co.uk,info@cts-homes.co.uk,https://www.cts-homes.co.uk
Ellenborough Court,BS23 1XL,1934424262,https://www.cts-homes.co.uk,info@cts-homes.co.uk,https://www.cts-homes.co.uk
Hazel Garth,WF11 0LG,1977722405,https://www.wakefield.gov.uk,,
Great Glens Facility,NN8 1NB,1933274570,https://www.greatglens.co.uk,info@greatglens.co.uk,https://www.greatglens.co.uk
Flanshaw Lodge,WF2 9JE,1924239381,https://www.wakefield.gov.uk,,
Holland House,DN14 6XA,1405763607,https://www.genhawk.org.uk,,
Mariners Park Care Home,CH44 0HN,1513468888,https://www.nautilusint.org,,
Wombwell Hall,DA11 8BL,1474569699,https://www.belmonthealthcare.co.uk,enquiries@belmonthealthcare.co.uk,https://www.belmonthealthcare.co.uk
Hoar Cross Nursing Home,DE13 8RA,1283248716,https://www.hoarcrosscare.co.uk,,
Rosewood House,NE8 2YE,1914606000,https://www.rosewoodcare.co.uk,info@rosewoodcare.co.uk,https://www.rosewoodcare.co.uk
Stepping Stones Red Marley,GL19 3JU,1531650880,https://www.pferahall.co.uk,,
Waterloo Care Home,BH21 6RD,1202824807,https://www.agincare.com/care-homes/dorset/waterloo-care-home-wimborne,cranstonmonica351@gmail.com,https://www.agincare.com
Westbury Nursing Home And Westbury Garden Suite,BS9 3JH,1179079971,https://www.westburycare.co.uk,,
Sutton Court Care Centre,SM3 9JL,2086448118,https://www.suttoncourtcarecentre.co.uk,,
Quay Court Care Centre,TQ7 1HN,1548852540,https://www.devoncaregroup.co.uk,user@domain.com,https://www.devoncaregroup.co.uk
Kahala Court,TQ7 1JN,1548852520,https://www.devoncaregroup.co.uk,user@domain.com,https://www.devoncaregroup.co.uk
Abbey Care Complex,IG2 7NE,2085543743,https://www.abbeycarecomplex.co.uk,admin@abbeycarecomplex.co.uk,https://www.abbeycarecomplex.co.uk
Aspen House,NN10 9XN,1933419345,https://www.communitycaresolutions.com,,
Yad Voezer 1,N16 5UX,2088802674,https://www.ldb.co.uk/yadvoezer,,
Yad Voezer 2,N16 5UG,2088093817,https://www.ldb.co.uk/yadvoezer,,
Triple S Care & Support Services,B16 9BD,1214548864,https://www.triplescare.co.uk,admin@triplescare.co.uk,https://www.triplescare.co.uk
Clervaux Trust,DL3 7RA,1325352376,https://www.clervaux.org.uk,,
Springfield House,M31 4NL,1617761757,https://www.fairfieldresidential.co.uk,management@fairfieldresidential.co.uk,https://www.fairfieldresidential.co.uk
Felstead Street,E9 5LG,2085259655,https://www.lookahead.org.uk,communications@lookahead.org.uk,https://www.lookahead.org.uk/contact
Culverhayes Nursing Home,BA2 1AY,1225448923,https://www.cedarcarehomes.com,Laingbuisson-care-home-group-of-the-year@2x-768x368.png,https://www.cedarcarehomes.com
Newhey Manor Residential Care Home,OL16 3RL,1706291860,https://www.lilycare.com,,
Adelaide Lodge Care Home,EX14 1HW,140442921,https://www.adelaidelodge.co.uk,,
Netherhayes Care Home,EX12 2LE,129721646,https://www.netherhayes.co.uk,,
Sunningdale House Care Home,EX14 1HW,140441677,https://www.sunningdalehouse.co.uk,,
Limefield Court Retirement Home,BL9 5ET,1617615164,https://www.lilycare.com,,
Millmoor Cottage,EX10 0EU,7552313653,https://www.tailoredcareandnurture.co.uk,admin@tcn.org.uk,https://www.tailoredcareandnurture.co.uk/contact-us
Watermead Rose Care Home,LE4 7SP,1212710800,https://www.macccare.com,%20info@macccare.com,https://www.macccare.com
Olive Place,SE8 5NR,2086946902,https://www.colincarehome.co.uk,,
Moat House,LE10 2AW,1455633271,https://www.adeptcarehomes.co.uk,,
Landermeads Care Home,NG9 5DD,1159683888,https://www.landermeads.com,admin@landermeads.com,https://www.landermeads.com
Abbey Court Care Home,WS11 7AD,1543277358,https://www.averyhealthcare.co.uk/care-homes/staffordshire/cannock/abbey-court/,,
The Old Parsonage,SN12 8PR,1225782167,https://www.rosevillecarehomes.co.uk,clients@rosevilleholdings.co.uk,https://www.rosevillecarehomes.co.uk/contact
Hartley House Care Home,TN17 3QN,1580713139,https://www.hartleyhouse.co.uk,,
The Old Garden Care Home,CH47 4AQ,1516320100,https://www.theoldgardencare.com,,
Yockleton Grange Residential Home,SY5 9PQ,1743792899,https://www.springcare.org.uk,,
Hillcrest Residential Home,M29 8JE,1942891949,https://www.caringalternatives.co.uk,admin@caringalternatives.co.uk,https://www.caringalternatives.co.uk
Nashley House Retirement Home,BS23 2RN,1934620070,https://www.nashleyhouse.com,office@nashleyhouse.com,https://www.nashleyhouse.com/contact
Tweed View House,TD15 1NG,1289303550,https://www.tweedviewhouse.com,,
Unicorn House,CR2 7EN,2086881907,https://www.unicornprojects.co.uk,info@unicornprojects.co.uk,https://www.unicornprojects.co.uk
Sundial Lodge Care Home,TQ1 2EA,1803292889,https://www.sundial-lodge.co.uk,,
Homer Lodge Care Centre,LN5 7RZ,1522530108,https://www.halcyoncare.co.uk,,
Bidna House,EX39 1NU,1237470714,https://www.lycettecare.com,,
Amesbury Abbey Care Home,SP4 7EX,1980622957,https://www.amesburyabbey.com,enquiries@amesburyabbey.com,https://www.amesburyabbey.com
St Bernadettes Nursing Home,YO11 2TD,1723366522,https://www.completecarehomes.net,,
Treetops Nursing Home,YO12 6AD,1723372729,https://www.completecarehomes.net,,
Heathland House,BH22 9LZ,1202078127,https://www.cinnamoncc.com/heathlandhouse,Care-Home-Catering-Awards-2024-Finalists@2x-320x274.jpg.webp,https://www.cinnamoncc.com
Clough House,PR25 3EL,1772436890,https://www.cloughhousecarehome.co.uk,info@cloughhousecarehome.co.uk,https://www.cloughhousecarehome.co.uk
Madeira Lodge,TN28 8QT,1797363242,https://www.belmonthealthcare.co.uk,enquiries@belmonthealthcare.co.uk,https://www.belmonthealthcare.co.uk
Highcliffe Care Centre,SR5 5SX,1915160606,https://www.averyhealthcare.co.uk/care-homes/tynewear/sunderland/highcliffe/,,
Lever Edge Care Home,BL3 3EP,1204660011,https://www.hillcare.net,enquiries@hillcare.net,https://www.hillcare.net
Simonsfield Care Home,WA7 5XE,1928500223,https://www.hillcare.net,enquiries@hillcare.net,https://www.hillcare.net
Grove Lodge,DT2 9NW,1300320098,https://www.hydecrook.com,,
Sunnyview House,LS11 8QB,1132777160,https://www.bupa.com,,
Vicarage Court Care Home,WF7 6NH,1977708368,https://www.thevicaragecourt.co.uk,info@thevicaragecourt.com,https://www.thevicaragecourt.co.uk
Mencap in Kirklees - 100 Pennine Crescent,HD3 3TA,1484348961,https://www.mencapinkirklees.wordpress.com,,
Mencap in Kirklees - 1 Victoria Road,HD1 3TF,1484340811,https://www.mencapinkirklees.wordpress.com,,
Creedy House,TN28 8NB,1797362248,https://www.abodecarehomes.co.uk,info@abodecarehomes.co.uk,https://www.abodecarehomes.co.uk
Kingscourt,CH2 3RB,1244313201,https://www.springcare.org.uk,,
Weymouth - Weymouth Care Home,DT4 7QF,1305784518,https://www.altogethercare.co.uk,contact@altogethercare.co.uk,https://www.altogethercare.co.uk
Yeovil - Sherborne House Care Home,BA21 4HF,1935423210,https://www.altogethercare.co.uk,contact@altogethercare.co.uk,https://www.altogethercare.co.uk
Astbury Mere Care Home,CW12 4HP,1260296789,https://www.porthaven.co.uk,,
Acacia House - Tenterden,TN30 6QA,1580765122,https://www.abodecarehomes.co.uk,info@abodecarehomes.co.uk,https://www.abodecarehomes.co.uk
Woodlands Quaker Care Home,WV4 4DH,1902341203,https://www.woodlandsquakerhome.org,woodlandsquaker@btconnect.com,https://www.woodlandsquakerhome.org/contact
St Martins Residential Home,CH44 1BG,1516399877,https://www.richmondresidentialhome.co.uk,,
Holbeach Meadows Care Home,PE12 7NJ,1406431222,https://www.tanglewoodcarehomes.co.uk,AH.Frontofhouse@twhealthcare.co.uk,https://www.tanglewoodcarehomes.co.uk
Glenfield Woodlands Care Home,LE3 9LG,1162871696,https://www.pearlcare.co.uk,admin@pearlcare.co.uk,https://www.pearlcare.co.uk
Ashbridge Lodge Residential Care Home,E11 1NH,2084969354,https://www.adicocare.co.uk,info@adicocare.co.uk,https://www.adicocare.co.uk
Avon Cliff,BH1 3PE,1202789998,https://www.coltencare.co.uk,Enquiries@ColtenCare.co.uk,https://www.coltencare.co.uk/contact
Brooke House Residential Home,SY10 9AS,1691654167,https://www.brookhousecarehome.co.uk,,
Elm Tree House,BS31 1NR,1179867791,https://www.prioryadultcare.co.uk,communications@priorygroup.com,https://www.prioryadultcare.co.uk
Evergreen,BS10 7HZ,,https://www.prioryadultcare.co.uk,communications@priorygroup.com,https://www.prioryadultcare.co.uk
Risedale Nursing Home,LA14 5LE,1229839669,https://www.risedale-carehomes.co.uk,,
Risedale at Lonsdale Nursing Home,LA14 2JB,1229870050,https://www.risedale-carehomes.co.uk,,
Risedale at Aldingham Nursing Home,LA12 9RT,1229869203,https://www.risedale-carehomes.co.uk,,
Risedale at Abbey Meadow,LA13 0BF,1229814650,https://www.risedale-carehomes.co.uk,,
Ashking House,RM1 3QS,1708752100,https://www.alliedcare.co.uk,webmaster@alliedcare.co.uk,https://www.alliedcare.co.uk
Cleveleys Nursing Home,FY5 1DX,1253865550,https://www.cleveleysnursinghome.com,,
Beechfields,ME9 9ET,1795520580,https://www.cqc.org.uk,enquiries@cqc.org.uk,https://www.cqc.org.uk/contact
Ashlong Cottage,KT4 8BA,2083370839,https://www.alliedcare.co.uk,webmaster@alliedcare.co.uk,https://www.alliedcare.co.uk
Moreland House Care Home,RM11 2EB,1708442654,https://www.morelandcarehome.co.uk,admin@morelandcarehome.co.uk,https://www.morelandcarehome.co.uk
Jubilee House,YO21 3JR,1947602400,https://www.stcecilias.co.uk,A.Padgham@stcecilias.co.uk,https://www.stcecilias.co.uk
Hale Place Farmhouse,TN12 5EN,1622871081,https://www.haleplace.co.uk,enquiry@haleplace.co.uk,https://www.haleplace.co.uk
Neville Williams House,B29 7PP,1214724441,https://www.bcop.org.uk,,
Robert Harvey House,B20 1AD,1215548964,https://www.bcop.org.uk,,
Bowden-Derra Park,PL15 7PU,1566880340,https://www.bowdenderra.co.uk,admin@bowdenderra.co.uk,https://www.bowdenderra.co.uk
Garden House,PL15 7PU,1566880340,https://www.bowdenderra.co.uk,admin@bowdenderra.co.uk,https://www.bowdenderra.co.uk
Rosewood House,PL15 7PU,1566880340,https://www.bowdenderra.co.uk,admin@bowdenderra.co.uk,https://www.bowdenderra.co.uk
Kelvedon House,WS10 9AY,1215057775,https://www.careww.co.uk/kelvedon-house,,
Henley House CCT,TF2 7HJ,,https://www.cc-t.co.uk/,,
Aveland Court Care Home,TQ1 3PT,1803329256,https://www.avelandcourt.co.uk,hello@bliss.care,https://www.avelandcourt.co.uk
Kibworth Knoll,LE8 0HE,1162793879,https://www.kibworthknoll.co.uk,andrew@cedarcare.cc,https://www.kibworthknoll.co.uk
Carseld Residential Home,DN20 0BZ,1652650613,https://www.carseld.co.uk,carseld.manager@carseld.co.uk,https://www.carseld.co.uk
