Email Address,SITE,PHONE,TOWN,SITECOUNT
info@eagleandchild.com,Eagle & Child Inn,01745 856391,Prestatyn,1
info@eighteenthirtytwo.co.uk,1832,01656 786175,Porthcawl,1
info@emberlounge.co.uk,Ember Lounge,01745 703777,Rhyl,1
info@ferryhouseinn.co.uk,Ferry House Inn,01646 600270,Milford Haven,1
info@ffrithpark.com,Bar 300 @ Ffrith Beach Arena,01745 850079,Prestatyn,1
info@foragefarmshop.co.uk,Forage Farm Shop and Kitchen,01446 774113,Cowbridge,1
info@francochips.com,Franco's,01639 881202,Port Talbot,1
info@frontroomrhyl.co.uk,Front Room,01745 361499,Rhyl,1
info@gaerinn.co.uk,The Gaer Inn,01633 246066,Newport,1
info@georgeanddragonabergele.com,The George & Dragon,01745 826050,Abergele,1
info@georgeanddragonconwy.com,The George & Dragon,01492 584232,Conwy,1
info@georgethethird.pub,"George III, Penmaenpool",01341 422525,Dolgellau,1
info@ggsgelato.co.uk,The Estuary Bar,01792 850777,Gowerton,1
info@ginlizzy.bar,Gin Lizzy Mobile Bar,07738 610335,Caerphilly,1
info@goldenfleeceinn.com,Golden Fleece Inn,01766 512421,Porthmadog,1
info@gwersylltclub.com,Gwersyllt Sports & Social Club,01978 755910,Gwersyllt,1
info@gwynfrynbandb.co.uk,The Hidden Chapel Restaurant,07947 272821,Conwy,1
info@handinndenbigh.com,Hand Inn,01745 607031,Denbigh,1
info@hareandhoundbakery.com,Hare & Hounds Bakery,01446 311191,Cowbridge,1
info@havenchicken.co.uk,Haven Fried Chicken,01646 699379,Milford Haven,1
info@heartofoakinn.com,Heart of Oak,01646 698760,Milford Haven,1
info@heathcockcardiff.com,The Heathcock,029 2115 2290,Cardiff,1
info@henfecws.com,Yr Hen Fecws Restaurant and B&B,01766 514625,Porthmadog,1
info@honeysucklewood.co.uk,The Griffin,07980 869356,Monmouth,1
info@horseandjockeybuckley.co.uk,Pub - Horse & Jockey,01244 550650,Buckley,1
info@hwbnarberth.com,Hwb,,Narberth,1
info@kilverts.co.uk,Kilverts Inn,,Hay-on-Wye,1
info@kingsheadhotelabergavenny.co.uk,The Kings Head Hotel,01873 853575,Abergavenny,1
info@la-lunarestaurant.com,La Luna,01443 239600,Rhondda,1
info@lab22cardiff.com,Lab 22,029 2039 9997,Cardiff,1
info@lionhotelwelshpool.co.uk,The Lion Hotel,01686 640452,Welshpool,1
info@lionroyal.co.uk,Severn Arms Hotel,01597 851224,Llandrindod Wells,1
info@liverpoolarmsconwy.net,Liverpool Arms,01492 573393,Conwy,1
info@llanelweddarmshotel.com,Llanelwedd Arms Hotel,01982 553282,Builth Wells,1
info@llanerch.co.uk,Roots Restaurant @ Llanerch Vineyard,01443 222716,Pontyclun,1
info@llanrwstkebabhouse.co.uk,Llanrwst Kebab House,01492 642044,Llanrwst,1
info@madamefromage.com,Madame Fromage,01873 856118,Abergavenny,1
info@magorandundyhub.org,Magor and Undy Community Hub (The Hub),07761 843165,Undy and Magor,1
info@mariosflavours.co.uk,Mario's Flavours,07500 287372,Loughor,1
info@masonshotel.com,Masons Arms,01656 720253,Pontycymer,1
info@meirion.wales,Meirion Vaults,,Blaenau Ffestiniog,1
info@mulberryconwy.pub,"The Mulberry, Conwy Marina",01492 583350,Colwyn Bay,1
info@mysite.com,Lampeter Caravan & Camping,01570 429449,Lampeter,1
info@nagsheadgarthmyl.co.uk,The Nags Head Inn,01686 640600,Newtown,1
info@newinnllanddewibrefi.co.uk,The New Inn,01974 298452,Tregaron,1
info@noble-court.co.uk,Charlie's Celtic Tavern,01834 861908,Narberth,1
info@nomibangor.co.uk,Nomi Rooms & Restaurant,07498 415454,Bangor,1
info@oceansedgerestaurant.co.uk,Ocean’s Edge Restaurant,01407 861785,Holyhead,1
info@one47.club,One 47 Sports Bar & Nightclub,01492 860633,Llandudno,1
info@oneeyedwillys.uk,One Eyed Willy's Swansea,01792 648542,Swansea,1
info@otleybrewpubandkitchen.com,Otley Brewpub & Kitchen,01443 402033,Pontypridd,1
info@pavilionmidwales.org.uk,Pavilion Mid Wales,01597 258118,Llandrindod Wells,1
info@pebblesbistro.co.uk,PEBBLES BISTRO,01248 208787,Benllech,1
info@pembreycountryinn.co.uk,Pembrey Country Inn,07812 335015,Burry Port,1
info@penycaeinn.com,Penycae Inn,01639 730100,Brecon,1
info@perchswansea.co.uk,The Perch,,Swansea,1
info@phoenixbowl.co.uk,Phoenix Bowl,01646 690605,Milford Haven,1
info@plasderwenabergavenny.co.uk,Plas Derwen Abergavenny,01873 853144,Abergavenny,1
info@pocopoco.co.uk,Poco Poco,01656 667999,Bridgend,1
info@pontyclercfarmhouse.co.uk,Pontyclerc Farm House,01269 591909,Ammanford,1
info@pylegardencentre.com,The Olive Tree,01656 741443,Pyle,1
info@redlion-penyffordd.com,Restaurant - The Red Lion Restaurant Penyffordd,01244 540682,Hope,1
info@redroseindian.com,Red Rose Indian Restaurant & Takeaway,01443 441111,Tylorstown and Pontygwaith,1
info@rhydypennau.co.uk,Rhydypennau Inn,01970 867888,Aberystwyth,1
info@secrethg.co.uk,The Secret Beach Bar & Kitchen,01792 439220,Swansea,1
info@shorelinecaravanpark.co.uk,Shoreline Caravan Park,07753 576640,Burry Port,1
info@snoozewinebar.com,Snooze Restaurant,01492 868221,Llandudno,1
info@stdavidscrosshotel.co.uk,St. Davids Cross Hotel,01437 720387,St Davids,1
info@t-bones.co.uk,T-Bones Bar & Grill,01639 644444,Port Talbot,1
info@tabletaps.co.uk,TableTaps,01978 536293,Wrexham,1
info@talbotarmspontyclun.co.uk,The Talbot Arms,01443 803748,Pontyclun,1
info@templebarcardiff.com,Temple Bar Cardiff,029 2037 7469,Cardiff,1
info@theabbeyfarm.co.uk,Abbey Farm Bistro,01978 860239,Llangollen,1
info@thebarleymowbuilth.co.uk,The Barley Mow Public House,01982 553198,Builth Wells,1
info@thebellcaerleon.co.uk,The Bell Inn Caerleon,01633 420613,Caerleon,1
info@thebellhotelcardigan.com,The Bell Hotel,01239 612629,Cardigan,1
info@theboataterbistock.co.uk,The Boat Inn,01978 280205,Wrexham,1
info@thebroughton.co.uk,The Broughton,01270 814576,Broughton,1
info@thecastleinncaldicot.co.uk,The Castle Inn Caldicot,01291 430830,Caldicot,1
info@thecelticarms.co.uk,The Celtic Arms,01352 840423,Garden City,1
info@thechequerssteepleaston.co.uk,The Chequers,01869 389174,Aston,1
info@thecricketerscardiff.co.uk,The Cricketers,029 2297 3460,Cardiff,1
info@thecrossfoxes-trawsfynydd.com,"The Cross Foxes Bunkhouse, Restaurant & Bar",07506 710820,Blaenau Ffestiniog,1
info@thediscoverycardiff.co.uk,The Discovery,029 2075 5015,Cardiff,1
info@thedockcdf.co.uk,The Dock,029 2045 0947,Cardiff,1
info@thedolforinn.com,The Dolfor Inn,01686 626531,Newtown,1
info@thedropzonegolfltd.co.uk,The Drop Zone Golf,07950 553903,Tredegar,1
info@theeagleshotel.com,The Eagles Hotel and The Eagles Hotel Bar & Restaurant,01492 640454,Llanrwst,2
info@theemberbangor.com,The Ember,028 9124 0363,Bangor,1
info@thefalcondale.co.uk,The Falcondale,01570 422910,Lampeter,1
info@thefox-stbridesmajor.co.uk,The Fox,01656 881048,Bridgend,1
info@thefoxatpenllyn.co.uk,The Fox at Penllyn,01446 772352,Cowbridge,1
info@thegalleyneyland.co.uk,The Galley - Neyland Yacht Club,01646 600267,Neyland,1
info@theglascoed.co.uk,The Glascoed Pub,07495 561674,Usk,1
info@thegrandsultan.co.uk,The Grand Sultan,01639 892223,Port Talbot,1
info@thegreenfieldinn.com,The Greenfield Inn,01554 227576,Llanelli,1
info@thegrouseinncarrog.co.uk,The Grouse Inn,01490 430272,Garden City,1
info@thehalfmoon.wales,Half Moon,01554 772626,Llanelli,1
info@thehorseshoe.wales,Horse Shoe Inn,01873 268773,Crickhowell,1
info@thejoiners.info,The Joiners Arms,01792 232658,Bishopston,1
info@thekerrylamb.co,The Kerry Lamb,01686 670226,Newtown,1
info@themagicbarlive.co.uk,The Magic Bar Live,01492 370013,Llandudno,1
info@thenewcourthotel.co.uk,The New Court Inn,01291 671319,Usk,1
info@theoldcastleinn.co.uk,The Old Castle Inn,01656 858207,Bridgend,1
info@theoldmoathouse.com,The Old Moathouse,01554 891874,Kidwelly,1
info@thephilharmoniccardiff.co.uk,The Philharmonic,029 2267 2216,Cardiff,1
info@thepilotpenarth.co.uk,The Pilot Penarth,029 2071 0615,Penarth,1
info@theploughandharrowpub.co.uk,Plough & Harrow,01443 875892,Penpedairheol,1
info@thequeenvictoria.co.uk,The Queen Victoria Bar and Restaurant,01492 860952,Llandudno,1
info@theredlionllangynidr.com,The Red Lion,01874 618135,Crickhowell,1
info@therockandfountain.co.uk,Rock & Fountain Public House,01792 683062,Neath,1
info@theroostonrockroad.com,The Roost,01446 753715,Rhoose,1
info@theruperraarms.com,Ruperra Arms,01633 376167,Newport,1
info@thesixbells.pub,The Six Bells Inn,01446 710229,Rhoose,1
info@thesmithsarms.co.uk,The Smiths Arms,01269 613473,Tumble,1
info@thestaginndolgellau.co.uk,The Stag Inn,07874 233251,Dolgellau,1
info@thetigerinn.wales,The Tiger Inn | Hotel & Restaurant,01685 722555,Merthyr Tydfil,1
info@thetouring.club,The Touring Club,029 2002 0463,Penarth,1
info@thewepre.com,The Wepre Bar & Grill,01244 811122,Connah's Quay,1
info@thewindsorhotelpontyclun.co.uk,The Windsor Hotel,01443 307442,Pontyclun,1
info@thewolfeinn.co.uk,The Wolfe Inn Wolfscastle,01437 741668,Haverfordwest,1
info@threeeagles.co.uk,Three Eagles Mediterranean Restaurant - Bar,01978 860000,Llangollen,1
info@threepigeonsinn.co.uk,Three Pigeons Inn,01824 705005,Ruthin,1
info@tivolivenue.com,The Tivoli,01244 546201,Buckley,1
info@tuhwntirbont.co.uk,Tu Hwnt I'r Bont Tearooms,01492 642752,Llanrwst,1
info@uk83.org,The Old Olive Kart Coffee Bar & Deli,01639 608216,Port Talbot,1
info@vaults.wales,The Vaults,01873 515151,Abergavenny,1
info@visitpontardawe.com,Pontneddfechan Village Hall and Waterfall Lodge,01639 721604,Glynneath,2
info@w2winowsystems.co.uk,Bedwas RFC,07538 798898,Bedwas,1
info@wainyclare.co.uk,The Wain-Y-Clare,01495 785060,Pontypool,1
info@waleskebab.com,Wales Kebab,029 2083 2999,Abertridwr and Senghenydd,1
info@webdna.co.uk,Coliseum Theatre,0300 004 0444,Aberdare,1
info@website.com,Bank Vault,,Aberystwyth,1
info@westhousehotelbridgend.co.uk,The West House Hotel,01656 856421,Bridgend,1
info@westshorebeachcafe.com,West Shore Beach Cafe,01492 872958,Llandudno,1
info@white-eagle.co.uk,The White Eagle,01407 860267,Holyhead,1
info@wisemansbridgeinn.co.uk,Wisemans Bridge Inn,01834 813236,Pembroke,1
info@wolseys.com,Wolseys Bars & Restaurant,028 9146 0495,Bangor,1
info@wynnstayarms.pub,"Wynnstay Arms, Ruabon",01978 822187,Acrefair and Cefn Mawr,1
info@ymaerun.co.uk,Y Maerun,01633 680171,Marshfield,1
info@ypengwern.co.uk,Y Pengwern,01766 762200,Blaenau Ffestiniog,1
info@yploughfelingwm.co.uk,The Plough Inn,01267 290019,Tumble,1
info@yrafr.co.uk,The Goat - Yr Afr Penygroes,01286 504101,Cross Hands and Pen-y-groes,1
info@ytalbot.com,Y Talbot Tregaron,01974 298208,Aston,1
infopembrey@carmarthenshire.gov.uk,Yr Orsaf. Pembrey Country Park Cafe/Restaurant,01554 742435,Burry Port,1
investor.relations@ssp-intl.com,The Beer House Cardiff Airport Maes Awyr Caerdydd,01446 711111,Rhoose,1
italianrestaurantbangor@outlook.com,Torna a Surriento,01248 208488,Bangor,1
ivybushnarbs@gmail.com,Ivy Bush Inn,01834 450007,Narberth,1
jack.gilbert@orderyoyo.com,Block and Barrel,01437 768775,Haverfordwest,1
jack.thearchneath@gmail.com,The Arch Bar & Nightclub,01639 636723,Neath,1
jay@rhosonsea.com,The Copper Kettle,01492 548864,Colwyn Bay,1
jay@welcomebangor.co.uk,The Mostyn Arms and 2 other pubs,07753 757513,Bangor,3
jay@wrexhamnow.co.uk,"The Long Pull, Wrexham and 7 other pubs",,Wrexham,8
jccoombsy@aol.com,The Hollybush,01443 451706,Treharris,1
jet-logo-white-primary-hor-rgb@2x-300x51.png,Cattle & Co Llanelli and Cattle & Co Neath,01554 897771,Llanelli,2
jez@cubecentre.co.uk,The Gallery Barry,01446 701557,Barry,1
jnhhospitalityltd@gmail.com,The Wheatsheaf,01633 880608,Undy and Magor,1
john@doe.com,Sebastopol Social Club,01495 763808,Pontypool,1
john@email.com,OYO Prince of Wales Country Hotel,020 3769 3256,Tredegar,1
johngill@fastmail.com,Adelphi Vaults,07545 556442,Amlwch,1
josh.stable@verse.co.uk,The Acton Park,01978 314336,Wrexham,1
joshrowlands2k7@hotmail.com,Ferndale Hotel,,Rhondda,1
katy@suntrevor.co.uk,"The Sun Trevor bar, restaurant and holiday cottages",01978 860651,Llangollen,1
keynags@tiscali.co.uk,Nags Head Inn,01291 672820,Usk,1
kidwelly@cetma.org.uk,The Plough & Harrow,01554 890250,Kidwelly,1
kingbrychan.merthyrtydfil@marstons.co.uk,King Brychan,01685 268385,Merthyr Tydfil,1
kingsarmsabergavenny@gmail.com,Kings Arms Hotel,01873 855074,Abergavenny,1
kingshead.anglesey@phoenixpub.co.uk,Kings Head Hotel,01407 839164,Amlwch,1
kingshead.llantwitmajor@phoenixpub.co.uk,Kings Head Hotel,01446 792697,Llantwit Major,1
kingshead.rhuddlan@phoenixpub.co.uk,Kings Head,01745 590263,Rhyl,1
kingsmill.wrexham@phoenixpub.co.uk,Kingsmill,01978 449009,Wrexham,1
kirstymariesmith61@gmail.com,The Open Hearth,01495 763752,Cwmbran,1
kongs-box-logo-copy@2x.png,Kongs Cardiff,029 2064 4114,Cardiff,1
lacasonarestaurantskewen@gmail.com,La Casona,01792 818182,Neath,1
lamarinacei@btinternet.com,La Marina Cei,01286 478017,Caernarfon,1
lambandflag.abergavenny@marstons.co.uk,Lamb & Flag,01873 857611,Abergavenny,1
lanternfilmclub@gmail.com,Magic Lantern - Llusern Hud,01654 710260,Tywyn,1
lapiccolabooking@gmail.com,La Piccola Italia,01600 712527,Monmouth,1
lcdrinkanddine.llandudno@phoenixpub.co.uk,LC Drink & Dine,01492 339924,Llandudno,1
leisure@celtic-royal.co.uk,Y Copa Bar,01286 674477,Caernarfon,1
llandudno@harveysnybg.co.uk,Harvey's New York Bar & Grill,01492 873373,Llandudno,1
llanerchinn@btconnect.com,Llanerch Inn,01597 822234,Llandrindod Wells,1
llangewyddarms.bridgend@phoenixpub.co.uk,Llangewydd Arms,01656 658059,Bridgend,1
llangollen@fouzis.co.uk,Fouzi's Café Bar & Pizzeria,01978 861399,Llangollen,1
llanwernbull.newport@marstons.co.uk,Llanwern Bull,01633 530531,Newport,1
llayrblweb@gmail.com,Llay Royal British Legion,01978 852325,Llay,1
localoria.com@gmail.com,Afan Tavern,01639 898283,Neath,1
logo@2x.png,Carew Inn,01646 651267,Pembroke,1
lostcoins.haverfordwest@marstons.co.uk,Lost Coins,01437 766602,Haverfordwest,1
lynandphil.blacklion@gmail.com,"The Black Lion, Abergorlech",01558 685271,Lampeter,1
m.asif.jave@gmail.com,The Victoria Inn,01633 321542,Newport,1
mail@the-riverside.com,The Riverside,01639 639111,Neath,1
mail@ysgwar-restaurant.co.uk,Y Sgwâr,01766 515451,Porthmadog,1
malcolmwhitewright@hotmail.co.uk,St. Brides Inn,01437 781266,Milford Haven,1
maltstersarmshotel.llandaff@marstons.co.uk,Maltsters Arms Hotel,029 2033 3096,Cardiff,1
manager@theglynnearms.co.uk,The Glynne Arms,01244 569988,Hawarden,1
mannuccis_italian@outlook.com,Mannucci’s Italian Restaurant,01239 920517,Cardigan,1
marcusrcoles@aol.com,White Hart Inn Llanddarog,01267 275395,Carmarthen,1
margamdeer.porttalbot@marstons.co.uk,Margam Deer,01639 820146,Port Talbot,1
marketstavernhotelbrecon@gmail.com,Markets Tavern Hotel,01874 611595,Brecon,1
marstons@sodali.com,Castle Inn Rhuddlan,,Rhyl,1
marydillwyn.swansea@marstons.co.uk,Mary Dillwyn,01792 578974,Swansea,1
mastermariner.barry@phoenixpub.co.uk,Master Mariner,01446 721552,Barry,1
mdcook2010@hotmail.com,Glyn Y Weddw Arms,01758 740212,Pwllheli,1
membership@blaenbran.wales,Blaen Bran Reservoir,,Cwmbran,1
merrieharrierhotel.llandough@phoenixpub.co.uk,Merrie Harrier Hotel,029 2030 3994,Penarth,1
michelle@whitelionhotel.co.uk,The White Lion Hotel,01654 703455,Machynlleth,1
mike@kingssportsbar.uk,Kings Sports Bar,,Newport,1
moathouse.caerphilly@phoenixpub.co.uk,Moat House Inn,029 2088 2678,Caerphilly,1
mold@deadwoodsmokehouse.com,Deadwood Smokehouse Mold,01352 754187,Mold,1
mor.tywyn@mail.co.uk,Môr Tywyn Chippy,07763 409436,Tywyn,1
myles.westwalesarts@icloud.com,PEPPERS,01348 874540,Fishguard,1
n@club.brat,The Bunkhouse Bar and Music Venue,,Swansea,1
nagshead.wrexham@marstons.co.uk,Nags Head,01978 261177,Wrexham,1
name@email.com,Britannia Inn Halkyn and Ffos Las Racecourse,01352 781564,Holywell,2
nat@kancon.co.uk,The Whistle Inn and Park,01495 848336,Blaenavon,1
nationaltap@greytreesbrewery.com,The National Tap and Grey Trees Independent Craft Brewery,07960 274396,Aberdare,2
nbookings@crossinngelligaer.com,The Cross Inn Gelligaer,01443 709917,Maesycwmmer,1
newinn.llanrwst@phoenixpub.co.uk,New Inn,01492 233204,Llanrwst,1
nia.j.roberts@btinternet.com,The Horseshoe Inn,01938 590690,Welshpool,1
noreply.customer@feedback.evri.com,Evri ParcelShop,0330 808 5456,Tylorstown and Pontygwaith,1
oceanbluefishbars@gmail.com,Ocean Blue Fish Bar Tycroes,,Ammanford,1
office@guildhalltaverndenbigh.com,Guildhall Tavern Denbigh,07769 873934,Denbigh,1
office@thetairbullinn.co.uk,The Tai’r Bull Inn,01874 622600,Brecon,1
office@threemarinersinn.com,"Three Mariners Pub of Tenby, Wales",01834 842834,Tenby,1
oldarcade.cardiff@marstons.co.uk,Old Arcade,029 2021 7999,Cardiff,1
oldinn.swansea@marstons.co.uk,Old Inn,01792 894097,Penllergaer,1
oldwhitehart17@outlook.com,White Hart,01446 796956,Llantwit Major,1
online@youknowwhos.co.uk,You Know Who’s Rhyl,01745 332485,Rhyl,1
ontherivercardiff@gmail.com,On the River,029 2003 7077,Cardiff,1
openmic@theloungeammanford.co.uk,The Lounge,07466 784113,Ammanford,1
otter.newbridge@marstons.co.uk,Otter,01495 240936,Newbridge,1
packet.cardiff@phoenixpub.co.uk,The Packet,,Cardiff,1
palace.vaults.caernarfon@phoenixpub.co.uk,Palace Vaults,01286 238097,Caernarfon,1
parkersnewtown@yahoo.co.uk,Parkers House B&B & Restaurant,01686 626095,Newtown,1
penybontfarm.mold@marstons.co.uk,Pen Y Bont Farm,01352 860101,Buckley,1
pheasant.bridgend@marstons.co.uk,Pheasant,01656 653614,Bridgend,1
phillips285@btinternet.com,Gremlin Lodge,07919 318809,Brecon,1
phoenixinn.gorslas@marstons.co.uk,Tafarn-Y-Phoenix,01269 844438,Llanelli,1
piercefield.chepstow@marstons.co.uk,Piercefield,01291 622614,Chepstow,1
plascoch.wrexham@marstons.co.uk,Plas Coch,01978 261470,Wrexham,1
plough.queensferry@phoenixpub.co.uk,Plough,01244 478620,Connah's Quay,1
plough.whitchurch@marstons.co.uk,Plough,029 2062 3017,Cardiff,1
plough.wrexham@phoenixpub.co.uk,Plough,01978 501701,Gresford,1
poacherspocket.gledrid@marstons.co.uk,Poachers,01691 773250,Chirk,1
pollys-primary-black-rgb-1000px@72ppi.png,Polly's Brew Co.,07782 559381,Mold,1
pontardawe.pontardawe@phoenixpub.co.uk,Pontardawe Inn,01792 447562,Pontardawe,1
pontygwindyalehouse.caerphilly@phoenixpub.co.uk,Pontygwindy Alehouse,029 2088 4321,Caerphilly,1
poppy_shop_5e84a87a-4eb7-4081-a885-dc6044397f02_170x@2x.png,The Royal British Legion,01633 482748,Cwmbran,1
post@galericaernarfon.com,Galeri Café Bar,01286 685200,Caernarfon,1
post@pantdu.co.uk,Pant Du Vineyard and Cafe,01286 881819,Cross Hands and Pen-y-groes,1
post@tafarncybi.cymru,Tafarn Cybi - craft beer bar,07746 173710,Holyhead,1
post@theslate.co.uk,The Slate / Y Llechan,01248 355500,Bangor,1
post@tyglyndwr.co.uk,Tŷ Glyndŵr Bunkhouse & Su's Cocktail Bar,01286 238280,Caernarfon,1
potterspub@youngs.co.uk,The Potters,01633 223311,Newport,1
princeofwaleskenfig@hotmail.com,Prince Of Wales Inn,01656 740356,Bridgend,1
pumphouse.swansea@marstons.co.uk,Pump House,01792 651080,Swansea,1
queenshead.mold@phoenixpub.co.uk,Queens Head Inn,01352 218266,Buckley,1
railwayhotelcustomer@outlook.com,Railway Hotel,0330 221 8477,Penarth,1
raybarney@btinternet.com,Towy Sports Bar,07354 402629,Carmarthen,1
reception@black-boy-inn.com,Black Boy Inn Four & Six Restaurant & Bar and Black Boy Inn Hotel Caernarfon,01286 673604,Caernarfon,2
reception@dentalloungeglynneath.co.uk,Dental Lounge Glynneath,01639 722277,Glynneath,1
reception@gales.wine,Gales Of Llangollen,01978 860089,Llangollen,1
reception@royalsportsman.co.uk,Royal Sportsman Hotel & Restaurant,01766 512015,Porthmadog,1
reception@thealeppo.co.uk,The Aleppo Merchant Inn Ltd,01686 420210,Aston,1
reception@threesalmons.co.uk,Three Salmons Hotel,01291 672133,Usk,1
redcowinn.website@gmail.com,Red Cow Inn,01685 387775,Merthyr Tydfil,1
reddragon.bridgend@phoenixpub.co.uk,Red Dragon,01656 654753,Bridgend,1
redkite.caerphilly@marstons.co.uk,Red Kite,029 2088 7516,Caerphilly,1
redlion.marchwiel@phoenixpub.co.uk,Red Lion,01978 447559,Wrexham,1
redlion.mold@phoenixpub.co.uk,Red Lion Inn,01352 758739,Mold,1
reesbier@gmail.com,ReesBier,07788 458556,Llanrwst,1
reservations@altitude28skybar.co.uk,Altitude28 Restaurant & Sky Bar,01792 712772,Swansea,1
reservations@baytreehotel.co.uk,Baytree Hotel Sea View Bar & Grill,01492 875858,Llandudno,1
reservations@blasammanford.co.uk,Blas,01269 505417,Ammanford,1
reservations@shepherdsinn.co.uk,Shepherds Country Inn,01792 794715,Tycroes,1
reservations@stgeorgeswales.co.uk,Isaiah Bar,01492 877544,Llandudno,1
reservations@thedogandpickle.co.uk,The Dog and Pickle,01978 541194,Wrexham,1
reverendjames.lougher@phoenixpub.co.uk,Reverend James,01792 516231,Gorseinon,1
rhys@thebush.wales,The Bush Inn,01633 483764,Cwmbran,1
richard@thekestrelinn.com,The Kestrel Inn B&B Only,01874 731044,Crickhowell,1
riversidenewport@welshsportsfans.com,Riverside Sports Bar,,Newport,1
rob@2x.png,"Four Crosses, Porthaethwy and 6 other pubs",01248 712230,Bangor,7
robyn@croesogrwp.com,The Crown Inn and 3 other pubs,01597 811099,Rhayader,4
roseandcrown.nottage@marstons.co.uk,Rose & Crown,01656 784850,Porthcawl,1
roseinn.redwick@yahoo.com,The Rose Inn,01633 880501,Undy and Magor,1
royalgeorge.pembroke@phoenixpub.co.uk,Royal George,01646 686819,Pembroke Dock,1
royaloak.roath@phoenixpub.co.uk,Royal Oak,029 2132 2289,Cardiff,1
royaloaksaundersfoot@gmail.com,Royal Oak Inn,01834 812546,Saundersfoot,1
runninghare.ewloe@marstons.co.uk,Running Hare,01244 535860,Buckley,1
saddlersarms.cardigan@phoenixpub.co.uk,Saddlers Arms,01239 758978,Cardigan,1
sales@bessemerhotel.co.uk,The Bessemer Hotel,01685 350780,Merthyr Tydfil,1
sales@welshbeer.com,Hafod Brewing Company,07901 386638,Mold,1
sales@wildhorsebrewing.co.uk,Wild Horse Brewing Co - Taproom & Kitchen,01492 868292,Llandudno,1
sam.yates@orderyoyo.com,The Hungry Flame,01685 481452,Merthyr Tydfil,1
sam@lepub.co.uk,Le Public Space,01633 221477,Newport,1
seagullhotel.porthcawl@phoenixpub.co.uk,Seagull Hotel,01656 785420,Porthcawl,1
sec@conclub.net,Llandrindod Conservative Club,01597 822126,Llandrindod Wells,1
sessileoak.llanelli@marstons.co.uk,Sessile Oak,01554 752784,Llanelli,1
shillingsbar@gmail.com,Shillings,,Menai Bridge,1
shipandcastle.caernafon@phoenixpub.co.uk,Ship & Castle,01286 238615,Caernarfon,1
shipinn.tresaith@marstons.co.uk,"Ship Inn, Tresaith",01239 811816,Cardigan,1
shop@abbeyfarmrhuddlan.co.uk,Abbey Farm Shop,07776 410100,Rhuddlan,1
shopify-header-brewery_1280x@2x.jpg,Crafty Devil’s Cellar,,Penarth,1
smithfieldbell.welshpool@marstons.co.uk,Smithfield Bell,01938 559472,Welshpool,1
sophiawilliams@btinternet.com,The Mill Bistro Y Felin,01286 676549,Caernarfon,1
spamel@hotmail.co.uk,Tynant Club,07508 624457,Beddau,1
spooners@ffwhr.com,Spooner's Pub,01766 516032,Porthmadog,1
standingstones.holyhead@marstons.co.uk,Standing Stones,01407 761350,Holyhead,1
starhotel.dinaspowis@marstons.co.uk,Star Inn,029 2051 4245,Dinas Powys,1
starlingcloud.aberystwyth@marstons.co.uk,Starling Cloud,01970 623743,Aberystwyth,1
stay@plasweunydd.co.uk,Restaurant & Bar at Plas Weunydd,01766 610006,Blaenau Ffestiniog,1
steve@royalexchange.wales,The Royal Exchange,01495 400250,Brynmawr,1
stevenevans0000@gmail.com,Prince Of Wales Pub & Accommodation,01978 541180,Llangollen,1
stjulian.sw@gmail.com,St Julian Inn,01633 243548,Newport,1
stratfordbookings@cosyclub.co.uk,Cosy Club,029 2050 9008,Cardiff,2
sunverge.rhyl@marstons.co.uk,Sun Verge,01745 472140,Rhyl,1
support@riiwards.com,Hills,07572 725105,Brecon,1
support@thehamptonhotel.co.uk,Hampton Hotel,01597 822585,Llandrindod Wells,1
support@webador.com,The Tickled Trout Newport,01633 904112,Newport,1
swanastonmunslow@gmail.com,The Swan Inn,01584 841415,Aston,1
tables@thegoat-llandudno.co.uk,The Goat Restaurant & Bar,01492 353189,Llandudno,1
tadrosshotel@hotmail.co.uk,Tadross Hotel,01446 701800,Barry,1
tafarn-y-felin@phoenixpub.co.uk,Tafarn-Y-Felin,01554 749397,Llanelli,1
tafarnpencei@outlook.com,Tafarn Pencei,01766 514959,Porthmadog,1
tafarntanerdy.carmarthen@marstons.co.uk,Tafarn Tanerdy,01267 231891,Carmarthen,1
talardyhotel.stasaph@marstons.co.uk,Talardy Hotel,01745 799314,Rhuddlan,1
tatum.giles@llandarcysport.co.uk,The Pavilion Llandarcy,01792 813711,Neath,1
team@boothsbythebridge.co.uk,Booths by the Bridge,,Neath,1
team@castle-coaching-inn.co.uk,Castle Coaching Inn,01874 618888,Brecon,1
tearoomsglynneath@btinternet.com,The Tea Rooms,01639 722722,Glynneath,1
tenbybrewingcologo-white_95x@2x.png,Tap & Tân,01834 844068,Tenby,1
the-pizza-boyz@2x-1-photoroom.png-photoroom-300x300.png,Founders & Co. Swansea,01792 962710,Swansea,1
the.toad.cbay@gmail.com,The Toad,01492 532726,Colwyn Bay,1
thebarrestaurant@gmail.com,The Bar Restaurant Neyland,01646 602550,Pembroke Dock,1
thebeeinn@gmail.com,The Bee Inn,01492 650291,Colwyn Bay,1
thebellcountryinn@outlook.com,The Bell Country Inn,01597 823959,Llandrindod Wells,1
thebridgeinnllanfoist@outlook.com,The Bridge Inn,01873 854831,Abergavenny,1
thebullhotelabergele@outlook.com,Bull Hotel,01745 832115,Abergele,1
