Email Address,SITE,PHONE,TOWN,SITECOUNT
guest.services@chesterzoo.org,The Reserve at Chester Zoo,01244 561070,Connah's Quay,1
gumfrestonguesthouse@outlook.com,Gumfreston Guest House,01834 849780,Tenby,1
gurkhalydney@yamail.co.uk,The Woolaston Inn,01594 529222,Chepstow,1
gwarffynnon@idnet.com,Gwarffynnon,01570 423583,Lampeter,1
hafod-las@outlook.com,Glamping at Hafod Las,,Coedpoeth,1
harleys@valiantpubs.com,Harley's,,Aberystwyth,1
harvey.jones12@outlook.com,PhD - Cilrhiw Country House,07833 470414,Narberth,1
hawkandbuckleinn@gmail.com,The Hawk & Buckle Inn,01745 540249,Abergele,1
hayfieldglamping@outlook.com,Hayfield Glamping & Camping,07815 831133,Welshpool,1
hazel@hordleyhall.co.uk,Hordley Hall,01691 622772,Chirk,1
hazeldeneaberaeron@gmail.com,Hazeldene Guest House,,Lampeter,1
hello@39johnstreet.com,39 John Street and 19 Mary Street,01656 771991,Bridgend,2
hello@alderfalls.co.uk,Alderfalls Exclusive Group Stays,07949 727148,Ystalyfera,1
hello@arosfaguesthouse.co.uk,Arosfa Harbourside (Book Direct for Best Prices ),01545 570120,Lampeter,1
hello@basecamphostels.com,Base Camp Snowdonia | Gwersyll Cyntaf Eryri,07562 954604,Llanrwst,1
hello@bauen-stays.co.uk,Rosecroft and Peaceful Haven Cottage,01633 646303,Newport,2
hello@blackhalllodges.co.uk,Black Hall Lodges,01547 529267,Knighton,1
hello@castleinnpembs.co.uk,Castle Inn,01239 820742,Fishguard,1
hello@cheshireyeoman.co.uk,The Cheshire Yeoman,0151 458 6893,Connah's Quay,1
hello@clwydianholidays.com,Clwydian Glamping Pods and Campsite,07816 130859,Ruthin,1
hello@clynefarm.com,Clyne Farm Centre,01792 403333,Swansea,1
hello@cosydragons.co.uk,Cosy Dragons,0117 230 5600,Milford Haven,3
hello@crafnanthouse.com,Crafnant House - Bed & Breakfast,01492 640809,Llanrwst,1
hello@crosskeys-goodrich.co.uk,Cross Keys Inn,01600 890692,Monmouth,1
hello@cwtsh-hostel.co.uk,Cwtsh Hostel,01792 986556,Swansea,1
hello@eveningstarcottages.com,Evening Star Holiday Cottages,07886 136437,Saundersfoot,1
hello@fairhavenstay.co.uk,Fairhaven Stay,07392 039520,Llanrwst,1
hello@fandhllancarfan.com,The Fox and Hounds Pub,01446 612134,Barry,1
hello@fedwenpods.co.uk,Fedwen Pods,,Neath,1
hello@gwestycymru.com,Gwesty Cymru Hotel,01970 564005,Aberystwyth,1
hello@lanlas-cottages.co.uk,Lanlas Cottages,01570 421255,Lampeter,1
hello@leahurstbedandbreakfast.co.uk,Leahurst Bed and Breakfast,07971 813023,Tywyn,1
hello@llanerchydolhall.com,"Llanerchydol Hall, Accommodation and Gardens",,Newtown,1
hello@meidrimmeadows.co.uk,Meidrim Meadows - luxury glamping shepherd's hut,07450 472313,Carmarthen,1
hello@newfarmbarry.co.uk,New Farm Accommodation for large groups,07764 412909,Rhoose,1
hello@nickybright.com,"The Ynys Venue Swansea and The Old Stables, Holiday Let Pembrokeshire",029 2000 1480,Neath,2
hello@nickybrightholidays.co.uk,Ty Carreg Coch House,029 2000 1480,Bridgend,1
hello@oysterholidaycottages.co.uk,Pen-Y-Berth Caravan Park Ltd,01758 612581,Pwllheli,1
hello@parioholidayparks.com,Marine Holiday Park and Tan Rallt Holiday Home Park & Spa,01745 345194,Rhyl,2
hello@pentref.co.uk,Pentref Luxury Camping,07789 938380,Tregaron,1
hello@penvalelodges.co.uk,Penvale Lodges,01978 860266,Rhosllanerchrugog,1
hello@pixelarity.com,Victoria House,07748 098928,Caernarfon,1
hello@plasllanfaircottages.co.uk,Plas Llanfair Cottages,07796 323689,Brynteg,1
hello@porth-y-berllan.co.uk,Porth Y Berllan Bed & Breakfast,01873 810964,Abergavenny,1
hello@rfuenzalida.com,Hafren Forest Hideaway,07871 740514,Llanidloes,1
hello@roostmerthyr.co.uk,The Roost Merthyr Tydfil Ltd,07484 697392,Merthyr Tydfil,1
hello@seadreamlodge.co.uk,Sea Dream Lodge,07968 983408,Pyle,1
hello@sfparks.co.uk,Whitehouse Leisure Park,01745 832112,Rhyl,1
hello@sgwdgwladys.co.uk,Sgwd Gwladys,01639 721519,Neath,1
hello@the-manian.co.uk,The Manian,01834 813273,Saundersfoot,1
hello@thebridgeinn.me,The Bridge Inn,01432 805950,Hay-on-Wye,1
hello@thecrownpantygelli.com,The Crown at Pantygelli,01873 853314,Abergavenny,1
hello@theoldstoresbnb.co.uk,The Old Stores Bed & Breakfast,07939 378844,Newtown,1
hello@thepriorycaerleon.co.uk,The Priory,01633 421241,Newport,1
hello@thesavvyfoxpub.com,Hotel Wrexham & Savvy Fox Pub,01978 661002,Wrexham,1
hello@theschoolhousebandb.co.uk,"The School House B&B, Shropshire",01547 530836,Knighton,1
hello@thesevenchester.co.uk,The Seven,01244 345014,Connah's Quay,1
hello@thesweeneyhotel.com,The Sweeney Hotel,01691 652450,Chirk,1
hello@thymeandbeyond.co.uk,Thyme and Beyond,01834 813417,Saundersfoot,1
hello@tripingguide.com,The Cottage Taffs Well,,Taff's Well,1
hello@tygrugpods.com,Ty Grug Pods,07496 067117,Hay-on-Wye,1
hello@uskandrailwayinn.com,"Usk & Railway Inn, Sennybridge",01874 636101,Ystradgynlais,1
hello@wisestay.co.uk,WiseStay,029 2240 1888,Cardiff,1
hello@woollywoodcabins.co.uk,Woolly Wood Cabins,07516 595364,Llanidloes,1
helloconwy@johnnydoughs.com,The Bridge Inn and Johnny Dough's at The Bridge,01492 572974,Colwyn Bay,2
henfelin@btinternet.com,Yr Hen Felin,01758 720195,Pwllheli,1
heronstonelodges@hotmail.co.uk,Heronstone Lodges Retreat,07983 979327,Ystalyfera,1
highgateinn21@gmail.com,Highgate Inn,01646 685904,Pembroke Dock,1
holidaycottages@uppergrippath.co.uk,Upper Grippath Farm,01633 615000,Cwmbran,1
holidays@tynrhyd.com,Tynrhyd Retreat,01970 607913,Aberystwyth,1
hotel@minffordd.com,Minffordd Hotel,01654 761665,Dolgellau,1
hotelmariners@hotmail.co.uk,Hotel Mariners Haverfordwest Pembrokeshire West Wales,01437 763353,Milford Haven,1
howardbrowes@gmail.com,The Seafront Inn Holyhead,,Holyhead,1
huntsman.shirenewton@gmail.com,Huntsman Hotel,01291 641521,Chepstow,1
hywelandhelen@aol.com,Foamedge 5 Star Guesthouse,07877 635041,Bridgend,1
info@271riverside.com,Chalet 271 Riverside,07849 745090,Caernarfon,1
info@abodechester.co.uk,ABode Chester,01244 347000,Garden City,1
info@acorncamping.co.uk,Acorn Camping and Caravan Site,01446 794024,Llantwit Major,1
info@acorncourt.co.uk,Acorn Court Country House,01597 823543,Llandrindod Wells,1
info@allenscaravans.co.uk,Aber Bay Holiday Park and Sunbeach Holiday Park,01970 828900,Aberystwyth,2
info@alltfawrholidays.co.uk,"Allt Fawr Holidays, Caravan Park for your Touring Caravans & Motorhomes",07496 511017,Pwllheli,1
info@alltybela.com,Allt y bela,,Pontypool,1
info@angleseyholidaylet.co.uk,Woodlands Anglesey Holiday Let,07919 561261,Brynteg,1
info@angleseyoutdoors.com,Anglesey Outdoors.,01407 769351,Holyhead,1
info@arbenniglodges.co.uk,Arbennig Lodges,07979 199044,Mold,1
info@arosmon.com,Llywelyn Fawr,,Llangefni,1
info@ashburnham-hotel.co.uk,The Ash Bar & Grill (The Ashburnham Hotel),01554 834455,Llanelli,1
info@awel-y-mor-bedandbreakfast.co.uk,Awel y Môr Bed & Breakfast,01654 767166,Tywyn,1
info@bancroftleisure.co.uk,Tan-Y-Don Caravan Park and Silver Birch Caravan Park,01745 853749,Prestatyn,2
info@bannau.co.uk,Bannau,07868 595451,Ammanford,1
info@baskerville-house.com,Baskerville House,07851 357633,Hay-on-Wye,1
info@beachsidellandudno.co.uk,Beachside Guest House (BOOK ON OUR WEBSITE FOR DISCOUNTED RATES),01492 877369,Colwyn Bay,1
info@beaufortparkhotel.co.uk,Beaufort Park Hotel,01352 758646,Connah's Quay,1
info@berthlwydpark.co.uk,Coed Helen Holiday Park and 2 other hotels,01286 672852,Caernarfon,3
info@berwicklodge.co.uk,Berwick Lodge,0117 958 1590,Chepstow,1
info@bespokehotels.com,Marine Hotel,01492 877521,Colwyn Bay,1
info@billycan-tenby.co.uk,Billycan,01834 842172,Tenby,1
info@blasgwyr.co.uk,Blas Gwyr,01792 386472,Burry Port,1
info@bluebellneath.co.uk,Bluebell Hotel,07551 263378,Neath,1
info@boathousehotelholyhead.com,The Boathouse Hotel,01407 762094,Holyhead,1
info@bodnantguesthouse.co.uk,Bodnant Guest House,01492 473312,Conwy,1
info@boltholesandhideaways.co.uk,Boltholes & Hideaways Ltd,01248 546100,Menai Bridge,1
info@brandyhousefarm.co.uk,Brandy House Farm,01547 510282,Newtown,1
info@breconretreat.co.uk,Brecon Retreat,01874 636263,Brecon,1
info@bridgeendhotel.co.uk,Bridge End Hotel,01978 861703,Wrexham,1
info@brodawelcamping.co.uk,Brodawel Camping and Caravan Park,01656 783231,Porthcawl,1
info@bronygraig.com,Bron Y Graig,01490 413007,Rhosllanerchrugog,1
info@broombush.co.uk,Broombush B & B,07876 212674,Newtown,1
info@brynglamping.co.uk,Bryn Glamping,07375 364387,Bridgend,1
info@bryngloch.co.uk,Bryn Gloch Caravan & Camping Park,01286 650216,Caernarfon,1
info@brynhebog.co.uk,Bryn Hebog Bed & Breakfast,07955 279396,Carmarthen,1
info@butcombe.com,"The Bowl Inn, Almondsbury",01454 612757,Chepstow,1
info@cae-court.co.uk,Cae Court Hotel,01656 511538,Bridgend,1
info@caerfaibay.co.uk,Caerfai Bay Caravan & Tent Park,01437 720274,St Davids,1
info@cainvalleyhotel.co.uk,Cain Valley Hotel,01691 648366,Welshpool,1
info@cardigancaravansite.co.uk,Cardigan Camping and Touring Caravan Site,01239 612772,Cardigan,1
info@castlecourtbeaumaris.co.uk,Castle Court Hotel,01248 810078,Bangor,1
info@castlehotelaberystwyth.co.uk,Castle Hotel,01970 612188,Aberystwyth,1
info@castlehotelneath.co.uk,The Castle Hotel,01639 641119,Neath,1
info@castleknights.co.uk,Castle Knights,07506 099241,Usk,1
info@cegir.co.uk,Gwyliau Cegir Escapes,07890 855776,Machynlleth,1
info@celticinternationalhotel.com,Celtic International Hotel Cardiff Airport,01446 500595,Barry,1
info@churchviewcottages.co.uk,Church View Holiday Cottages & Shepherd Huts,07850 954877,Milford Haven,1
info@cityinnstdavids.co.uk,St Davids City Inn,01437 720829,St Davids,1
info@coachandhorsescardiff.co.uk,The Coach & Horses Hotel & Restaurant,01633 289485,Newport,1
info@coachhousebeddgelert.co.uk,Coach House,01766 890386,Blaenau Ffestiniog,1
info@cobcheshire.com,"The Cock O'Barton, Bar, Restaurant, Hotel, Wedding Venue",01829 782277,Wrexham,1
info@coedencelyn.co.uk,Coeden Celyn - Holiday Apartments,01492 478444,Colwyn Bay,1
info@coedyglyn-logcabins.co.uk,Coed-Y-Glyn Log Cabins,01490 266345,Llangollen,1
info@coitybach.co.uk,Coity Bach Self Catering Holiday Cottages,01874 676675,Brecon,1
info@coldatnight.co.uk,The Granary Lofts and fforest farm,01239 623633,Cardigan,2
info@commonwoodleisure.com,Commonwood Leisure - Glamping & Caravan Park,07872 900282,Wrexham,1
info@conwybrynderwen.co.uk,Bryn Derwen,01492 596134,Conwy,1
info@conwylodgepark.co.uk,Conwy Lodge Park,01492 583708,Colwyn Bay,1
info@countrypark.co.uk,Moreton Farm Leisure Park,01834 871952,Saundersfoot,1
info@countyhotelhaverfordwest.co.uk,County Hotel,01437 762144,Haverfordwest,1
info@cowbridgecabins.co.uk,Cowbridge Cabins,01446 772344,Bridgend,1
info@createsgallery.com,Creates Monmouth,01600 460492,Monmouth,1
info@crickleighhouse.co.uk,Crickleigh House,01492 877744,Conwy,1
info@croft-holiday-cottages.co.uk,Croft Farm & Celtic Cottages,01239 615179,Cardigan,1
info@croftshotel.uk,Crofts Hotel,029 2048 6467,Cardiff,1
info@crossfoxes.co.uk,Cross Foxes,01341 421001,Dolgellau,1
info@crown-newcastle.co.uk,The Crown Inn at Newcastle,01588 450121,Knighton,1
info@crowninnlongtown.co.uk,The Crown Inn,01873 860217,Crickhowell,1
info@danyserglamping.co.uk,Dan Y Ser Glamping Under The Stars,,Llanidloes,1
info@derifawr.co.uk,Deri Fawr Holiday Cottages,01248 470692,Amlwch,1
info@dinasisland.co.uk,Dinas Island Campsite and Holiday Cottage,07971 594103,Fishguard,1
info@dolperis.co.uk,Dol Peris,01286 870350,Bethesda,1
info@domain.com,Abercrave Inn and Pods @ Broadway,01639 731119,Ystalyfera,2
info@domegarden.co.uk,The Zero Project Treehouse,07974 685818,Monmouth,1
info@dunesatwhitesands.co.uk,Dunes at Whitesands Camping,07974 001210,St Davids,1
info@dylanthomasbirthplace.com,Dylan Thomas Birthplace,01792 472555,Swansea,1
info@edwardsleisurepark.co.uk,Edwards Leisure Parks,01745 342322,Rhyl,1
info@elanvalleytrust.org,Cwm Clyd Bunkhouse,01597 810449,Rhayader,1
info@elgano.co.uk,Elgano Guest House,029 2034 4060,Cardiff,1
info@elmtreehotel.co.uk,The Elm Tree,01492 339871,Llandudno,1
info@elsinorehotel.co.uk,Elsinore Hotel,01492 876923,Llandudno,1
info@emerald-living.co.uk,Emerald Living - Swansea City Centre,020 8087 1201,Swansea,1
info@emlynscoppice.co.uk,Emlyn's Coppice - Luxury Woodland Glamping,01745 270156,Prestatyn,1
info@escapebandb.co.uk,Escape Boutique B&B,01492 877776,Conwy,1
info@evangelisawales.com,Evangelisa,01570 218608,Lampeter,1
info@faenolfawrhotel.co.uk,Faenol Fawr Country House & Manor Hotel,01745 591691,Rhyl,1
info@falconretreat.com,Falcon Inn,01685 267800,Merthyr Tydfil,1
info@famaucabins.co.uk,Famau Cabins,01352 740728,Flint,1
info@ferryhouseinn.co.uk,Ferry House Inn,01646 600270,Milford Haven,1
info@ffrithpark.com,Ffrith Beach Touring Caravan Park North Wales,01745 850079,Prestatyn,1
info@finestretreats.co.uk,Felin Ship Luxury Holiday Cottage,01341 423683,Dolgellau,1
info@florencesprings.co.uk,Florence Springs Glamping and Camping Village and Florence Springs Luxury Lakeside Lodges,01646 652000,Saundersfoot,2
info@fourseasonshotel.biz,Four Seasons,01970 612120,Aberystwyth,1
info@gaingcview.co.uk,Gaingc View Holiday Park,01745 342957,Rhyl,1
info@gardenofwales.org,Tyn Y Cwm Guest House,07966 355257,Llanelli,1
info@garnisaf.com,Garn Isaf Guesthouse,01348 831838,Fishguard,1
info@garthdderwen.com,Garth Dderwen,01690 710491,Llanrwst,1
info@gatewayresort.co.uk,Gateway Resort,01554 750100,Llanelli,1
info@georgeanddragonconwy.com,The George & Dragon,01492 584232,Conwy,1
info@ggsgelato.co.uk,The Estuary Bar,01792 850777,Swansea,1
info@glampingwales.co.uk,Hay Glamping - Near Hay Festival,07974 000421,Hay-on-Wye,1
info@glanuskestate.com,Glanusk Estate and 2 other hotels,01873 810414,Tredegar,3
info@glendalehotel.co.uk,Glendale Hotel,029 2070 8302,Barry,1
info@glynogwr-self-catering-wales.co.uk,Glynogwr Lodge,01656 841008,Tonypandy,1
info@goglampinginwales.com,Ravenscroft Retreats Luxury Glamping,07841 685251,Llandybie,1
info@goldenfleeceinn.com,Golden Fleece Inn,01766 512421,Porthmadog,1
info@grosvenorplacechester.co.uk,Grosvenor Place Guest House,01244 324455,Connah's Quay,1
info@gwyneddhotel.com,Y Gwynedd Inn,07340 322633,Bethesda,1
info@gwynfrynbandb.co.uk,Gwynfryn B&B and Conwy View Holiday Cottage,07947 272821,Conwy,2
info@gwynfrynguesthouse.co.uk,Gwynfryn Guest House,01834 831246,Narberth,1
info@harbour-master.com,Harbourmaster Hotel,01545 570755,Lampeter,1
info@harbourreach.co.uk,Harbour Reach,07890 025801,Saundersfoot,1
info@harryscottages.com,Harrys Cottages,07514 015903,Usk,1
info@hayvielodges.co.uk,Red Kite Lodge,,Hay-on-Wye,1
info@heartofoakinn.com,Heart of Oak,01646 698760,Milford Haven,1
info@henfecws.com,Yr Hen Fecws Restaurant and B&B,01766 514625,Porthmadog,1
info@henllehall.com,Henlle Hall Holidays - Hidden Firs and Henlle Hall Holidays,01691 662000,Acrefair and Cefn Mawr,2
info@heritagecoastcampsite.com,Heritage Retreat and 2 other hotels,01656 890399,Bridgend,3
info@hfholidays.co.uk,HF Holidays Nythfa House and HF Holidays Dolserau Hall,01874 624287,Brecon,2
info@higherfarm.co.uk,Higher Farm B&B,01829 782422,Wrexham,1
info@hillsidevillage.co.uk,Hillside Village,01654 767522,Tywyn,1
info@holiday-bungalows.co.uk,Trearddur bay Holiday Bungalows,01407 860494,Holyhead,1
info@honeypothideaways.co.uk,Honeypot Hideaways Glamping,07507 878716,Hawarden,1
info@hotelcommodore.co.uk,Hotel Commodore,01597 822288,Llandrindod Wells,1
info@hotelportdinorwic.co.uk,Hotel Port Dinorwic,01248 671122,Bangor,1
info@hurstdene.co.uk,Hurst Dene Guest House,01792 280920,Swansea,1
info@hyggehomes.uk,Fisherman's Cottage | Hygge Homes,01244 952796,Hawarden,1
info@ideawood.co.uk,ideawood,01646 685878,Pembroke Dock,1
info@indiantypefoundry.com,The Royal Oak Inn,01550 583107,Tregaron,1
info@inncollectiongroup.com,"The Bull's Head Inn, Beaumaris and The Swallow Falls Inn",01248 810329,Bangor,2
info@innonthewye.co.uk,Inn on the Wye,01600 890872,Monmouth,1
info@irishotel.co.uk,Iris Hotel,01492 868800,Colwyn Bay,1
info@kettletreecabin.co.uk,Kettle Tree Cabin,07990 970262,Welshpool,1
info@kilverts.co.uk,Kilverts Inn,,Hay-on-Wye,1
info@kingsheadhotelabergavenny.co.uk,The Kings Head Hotel,01873 853575,Pontypool,1
info@lakecountryhouse.co.uk,Lake Country House Hotel & Spa,01591 620202,Rhondda,1
info@lakevyrnwyhotel.co.uk,Lake Vyrnwy Hotel and Spa,01691 870692,Gresford,1
info@lawton-lauristoncourt.co.uk,LC Hotel,01492 871150,Llandudno,1
info@leonardosguesthouse.co.uk,Leonardo's Guest House,01792 470163,Swansea,1
info@lion-hotel.co.uk,Royal Lion Hotel Tenby,01834 842127,Tenby,1
info@lionhotelcriccieth.co.uk,Lion Hotel,01766 522460,Porthmadog,1
info@lionhotelwelshpool.co.uk,The Lion Hotel,01686 640452,Newtown,1
info@lionroyal.co.uk,Severn Arms Hotel and Lion Royal Hotel,01597 851224,Llandrindod Wells,2
info@littlehallcottage.co.uk,Little Hall Cottage Bed and Breakfast,01588 640976,Knighton,1
info@littlewelshwood.co.uk,Little Welsh Wood,07861 397706,Milford Haven,1
info@llanelweddarmshotel.com,Llanelwedd Arms Hotel,01982 553282,Llandrindod Wells,1
info@llanerch.co.uk,Llanerch Vineyard Hotel,01443 222716,Tonypandy,1
info@llangollenbedandbreakfast.co.uk,Bryn Meirion,01978 861911,Rhosllanerchrugog,1
info@llangollenhostel.co.uk,Llangollen Hostel - En-suite Private Rooms,01978 861773,Ruabon,1
info@llannerch-holiday-park.co.uk,Llannerch Holiday Park,01745 430110,Denbigh,1
info@lletybrynawel.co.uk,Llety Brynawel Guest House,01654 791206,Tywyn,1
info@lloydsofchesterhotel.co.uk,Lloyds of Chester Hotel,01244 325838,Buckley,1
info@llwynheligmanor.co.uk,"Llwynhelig Manor, Captain’s Cottage",01558 824074,Ammanford,1
info@llysmeddyg.com,Llys Meddyg Hotel & Restaurant,01239 820008,Newport,1
info@lodgebar.co.uk,Bawn Lodge,01244 324971,Hope,1
info@lovesgrove.com,Lovesgrove Country Guesthouse,01646 687514,Pembroke Dock,1
info@luxuryglampingwales.co.uk,Brook Cottage Shepherd Huts,07955 762841,Pwllheli,1
info@lyntonhousellandudno.co.uk,Lynton House,01492 875057,Llandudno,1
info@maenllwyd.co.uk,Maenllwyd Guest House,07948 798345,Machynlleth,1
info@maesmanor.com,Maes Manor Hotel,01495 220011,Cwmbran,1
info@manorhotel.co.uk,The Manor Hotel,01873 810212,Ebbw Vale,1
info@masonshotel.com,Masons Arms,01656 720253,Bridgend,1
info@metropole.co.uk,Metropole Hotel and Spa,01597 823700,Newtown,1
info@minymor.com,Min-Y-Môr Hotel,01341 280555,Dolgellau,1
info@monmouthshireholidays.com,Monmouthshire Holidays,,Usk,1
info@morlaisgolf.com,The Farmhouse,01685 722822,Aberdare,1
info@motojunkies.co.uk,MotoCamp Wales,07482 284425,Dolgellau,1
info@mwntcamping.com,Mwnt Camping,07557 997696,Cardigan,1
info@mysite.com,The Chester Townhouse and Lampeter Caravan & Camping,01244 567300,Hawarden,2
info@mywelshadventure.co.uk,Tŷ Dderw Country Inn Book Direct to Save and The Marine Hotel Criccieth,01248 719301,Bangor,2
info@nagsheadgarthmyl.co.uk,The Nags Head Inn,01686 640600,Newtown,1
info@nanhoronhotel.com,Nanhoron Arms Hotel,01758 720203,Pwllheli,1
info@ndiscovered.com,Penyvoel Hall,07365 281384,Welshpool,1
info@newthreemarinersinn.co.uk,The New Three Mariners Inn,01994 427426,Kidwelly,1
info@newwhitelion.com,New White Lion B&B,01550 720685,Ammanford,1
info@nineoaksfishingbreaks.co.uk,Nine Oaks Angling and Holiday Centre,01545 580482,Lampeter,1
info@noble-court.co.uk,Celtic Escapes @ Noble Court and Noble Court Holiday Park,01834 861908,Narberth,2
info@noltoncoast.com,Trefrane House and Lodge,,Haverfordwest,1
info@noltonhavenmill.com,Nolton Haven Mill - Mill House,07796 242265,Milford Haven,1
info@nomibangor.co.uk,Nomi Rooms & Restaurant,07498 415454,Bangor,1
info@northwalesecolodges.co.uk,North Wales Eco Lodges,01824 730114,Ruthin,1
info@northwalesholidaycottages.co.uk,North Wales Holiday Cottages and Bracdy Cottage,01492 582492,Conwy,2
info@northwalesresorts.co.uk,Ogwen Bank Country Club and 2 other hotels,01248 600486,Bethesda,3
info@nythfa-guesthouse.co.uk,Cutters Cottage and Nythfa Guesthouse,01834 813906,Saundersfoot,2
info@old-mill.co.uk,The Old Mill Holiday Cottages,01352 742175,Flint,1
info@oldposthousecardiff.co.uk,Old Post House,029 2056 5400,Barry,1
info@owenscp.co.uk,Owens Caravan Park,01745 353639,Kinmel Bay,1
info@paddockscottages.co.uk,The Paddocks Cottages,01600 890024,Monmouth,1
info@paradisefarmhouse.co.uk,Paradise Farmhouse,01544 262848,Knighton,1
info@parkguesthouse.co.uk,Park Guest House,01873 853715,Abergavenny,1
info@patricksboathouse.co.uk,Patricks Boathouse,07979 812930,Gowerton,1
info@pembreycountryinn.co.uk,Pembrey Country Inn,07812 335015,Llanelli,1
info@penally-abbey.com,Penally Abbey Hotel Ltd,01834 843033,Tenby,1
info@pencastellviews.co.uk,Pencastell Views,07723 393007,Tregaron,1
info@penralleyhouse.com,Penralley House,01597 811868,Llandrindod Wells,1
info@penybonthotel.co.uk,Pen-y-Bont Hotel,01654 782285,Cross Hands and Pen-y-groes,1
info@penyglol.co.uk,Pen Y Glol Caravan Park,01352 961866,Flint,1
info@peterstone-court.com,Peterstone Court Country House & Spa,01874 665387,Abergavenny,1
info@pinewoodholidaypark.co.uk,Pinewood B&B and Holiday Park Wisemans Bridge Pembrokeshire and Pinewood B&B,01834 811082,Saundersfoot,2
info@plasderwenabergavenny.co.uk,Plas Derwen Abergavenny,01873 853144,Pontypool,1
info@plasdinas.co.uk,Plas Dinas Country House,01286 830214,Caernarfon,1
info@plasfarmcaravanpark.co.uk,Plas Farm Caravan & Lodge Park,01492 680254,Abergele,1
info@plasheulog.co.uk,Plas Heulog Holiday Cottages,01248 680019,Llanfairfechan,1
info@plashyfrydhotel.com,Hotel Plas Hyfryd,01834 869006,Narberth,1
info@ploughrhosmaen.com,The Plough Hotel & Restaurant,01558 823431,Ammanford,1
info@pods-pwllcoch.co.uk,Pods Pwll Coch - Camping Pods,,Brynteg,1
info@pontkemys.com,Pont Kemys Caravan Park,01873 880688,Abergavenny,1
info@pontyclercfarmhouse.co.uk,Pontyclerc Farm House,01269 591909,Llanelli,1
info@poohhallcottages.co.uk,Pooh hall cottages,01588 640075,Knighton,1
info@porthhotel.co.uk,Y Porth Hotel,01559 362202,Lampeter,1
info@premierroomz.co.uk,Premier Roomz Two Mills,0151 665 0303,Mynydd Isa,1
info@pwllderi.com,Pwll Deri,0345 371 9536,Fishguard,1
info@redkitetouringpark.co.uk,Red Kite Touring Park,01686 412122,Llanidloes,1
info@rhhotels.co.uk,Royal Lodge,01600 890238,Monmouth,1
info@rhualltcountrypark.co.uk,Rhuallt Country Park,01745 530099,Holywell,1
info@rivendell-farm.co.uk,Rivendell Farm,07887 854857,Carmarthen,1
info@riverbanc.co.uk,Riverbanc Cafe & Hotel,01978 799903,Rhosllanerchrugog,1
info@riversidehotelmonmouth.co.uk,Riverside Hotel,01600 715577,Monmouth,1
info@riversidepennal.co.uk,Riverside Hotel Glan Yr Afon,01654 791385,Tywyn,1
info@roadhouse-llanwenarth.co.uk,Roadhouse Llanwenarth Limited,07790 748473,Ebbw Vale,1
info@romanticbreak.com,Walford Court Bed & Breakfast,01547 540570,Knighton,1
info@rosetorhotel.com,Rose Tor Hotel,01492 870433,Llandudno,1
info@sandbanksanglesey.co.uk,Sandbanks Lodge Park,07809 069877,Brynteg,1
info@saundersfootharbour.co.uk,Harbour Stays - The Marine Centre and Harbour Stays - Ocean Square,01834 383112,Saundersfoot,2
info@seftoncourt-hotel.co.uk,Sefton Court,01492 875235,Llandudno,1
info@serenretreats.co.uk,Rwst Holiday Lodges,0333 130 1120,Llanrwst,1
info@shepherds-hideaway.co.uk,"The Gypsy - VERY dog friendly accomodation, Shepherds Hut accommodation at The Shepherds Hideaway near Snowdonia and The Shire - VERY dog friendly self-catering accommodation at the Shepherds Hideaway near Snowdonia",07900 304547,St Asaph,2
info@shorelineaberystwyth.co.uk,Shoreline Guest House,01970 615002,Aberystwyth,1
info@shorelinecaravanpark.co.uk,Shoreline Caravan Park,07753 576640,Burry Port,1
info@sleepypuffin.co.uk,Sleepy Puffin Guest House,07786 554836,Tenby,1
info@snowdoniamountainhostel.com,Snowdonia Mountain Hostel,01248 546435,Bethesda,1
info@stay-pembrokeshire.co.uk,Lavender Cottage and Tawny lodge,,Milford Haven,2
info@stayinhay.co.uk,Stay in Hay,07909 686289,Hay-on-Wye,1
info@stdavidsbandb.co.uk,Craig-Y-Mor Bed & Breakfast Whitesands St Davids with Sea Views,07974 602024,St Davids,1
info@stdavidscrosshotel.co.uk,St. Davids Cross Hotel,01437 720387,Goodwick,1
info@steeplehouse.co.uk,The Old Stables Aberdovey,0151 342 1061,Tywyn,1
info@stonevillachester.co.uk,Stone Villa Chester,01244 345014,Broughton,1
info@swallowtree.co.uk,Swallow Tree Gardens,01834 812398,Saundersfoot,1
info@swansealogcabin.co.uk,Swansea Log Cabin,01792 862669,Clydach,1
info@swn-y-dwr.co.uk,Swn-y-Dwr Holiday Cottage,07930 305172,Llanrwst,1
info@sygunfawr.co.uk,Sygun Fawr Hotel,01766 890258,Blaenau Ffestiniog,1
info@t-bones.co.uk,T-Bones Bar & Grill,01639 644444,Port Talbot,1
info@tan-y-fron.co.uk,Tan-Y-Fron Holiday Park,01341 422638,Dolgellau,1
info@tanybrynglamping.co.uk,Tan Y Bryn Glamping & Touring,07939 640141,Colwyn Bay,1
info@the-farmers-arms.com,Farmers Arms,01874 202132,Crickhowell,1
info@theabbeyfarm.co.uk,Abbey Farm,01978 861297,Wrexham,1
info@thebeacheshotel.com,The Beaches Hotel and Spa and Beaches Chalets,01745 853072,Rhyl,2
info@thebeachmotel.co.uk,The Beach Motel,01407 860332,Holyhead,1
info@thebeauforthotel.co.uk,Beaufort Hotel,01291 622497,Chepstow,1
