Email Address,SITE,PHONE,TOWN,SITECOUNT
example@mysite.com,The Gate Llanfrechfa and 12 other restaurants,01633 971965,Cwmbran,13
exit.13@outlook.com,Exit 13,(610) 525-3842,Brynmawr,1
fabasiankitchen@outlook.com,Belle Vue Bistro Swansea ltd,01792 650284,Swansea,1
fairfield.tavern.wrexham@phoenixpub.co.uk,Fairfield Tavern,01978 448681,Gwersyllt,1
features-link-in-bio@2x.en-us.png,The Ferry Diner,01244 639065,Broughton,1
feedme@four-seasons-catering.co.uk,Four Seasons Catering,07305 799113,Fleur-de-lis and Pengam,1
fforddderwen.rhyl@phoenixpub.co.uk,Ffordd Derwen,01745 334296,Rhyl,1
fifteenpub@gmail.com,Fifteen by Llanwern Village Bar & Hotel.,01633 380280,Gilwern,1
flags@2x.png,Peak Restaurant and 2 other restaurants,01286 872777,Caernarfon,3
flintcrepe@gmail.com,Flint Crepe Company,(810) 336-3308,Flint,1
food@thebarleynarberth.co.uk,The Barley Gastrobar,07368 687653,Narberth,1
food@thebelle.co.uk,The Belle,01570 480495,Lampeter,1
food@tudormount.co.uk,"Tudor Mount Gastrobar, Tenby",01834 845719,Tenby,1
fountaininntrellech@btconnect.com,Fountain Inn,01291 689303,Chepstow,1
foxandhoundsbancyfelin@gmail.com,The Fox & Hounds,01267 211341,Carmarthen,1
frankie.phillips-gough@orderyoyo.com,The Sultan,01554 771177,Llanelli,1
freakzholdingz@gmail.com,Burger Freakz Swansea,01792 969496,Swansea,1
fredricks@machynys.com,Fredricks Bar & Brasserie and Machynys Peninsula Golf & Premier Spa,01554 744888,Llanelli,2
frontdesk@empirehotel.co.uk,Watkins & Co,01492 860555,Llandudno,1
full_logo@4x-1024x212.png,Indian saffron restaurant,,Shotton,1
gbg-logo_285@3x.png,Rose and Crown Hotel,01267 232050,Carmarthen,1
gdpr@wagamama.com,wagamama swansea and 2 other restaurants,01792 940219,Swansea,3
george.anddragonflintshire@phoenixpub.co.uk,George & Dragon,01352 734628,Flint,1
georgia.vacher@orderyoyo.com,New Rhyl Spice,01745 354786,Rhyl,1
georgies@hallmarkinns.com,Georgie's Beachside Grill,(541) 265-9800,Newport,1
georgina@smith.com,Queen's Head and 5 other restaurants,01492 546570,Colwyn Bay,6
ginandsake2022@gmail.com,Gin & Sake Bar and Restaurant,01656 511838,Bridgend,1
giving@nationaltrust.org.uk,Erddig Restaurant - National Trust and Chirk Castle,01978 355314,Rhosllanerchrugog,2
glanyrafoninn@gmail.com,The Glan Yr Afon Inn,01352 710052,Holywell,1
goldenlion.coedpoeth@phoenixpub.co.uk,Golden Lion,01978 753781,Coedpoeth,1
golfshop@rhosgolf.co.uk,The Fairways Restaurant,01492 549641,Penrhyn Bay,1
grapeshotelsnowdonia@outlook.com,"The Grapes Hotel, Bar & Restaurant",01766 590365,Blaenau Ffestiniog,1
greatwestern.ammanford@phoenixpub.co.uk,Great Western,01269 595007,Ammanford,1
greenfieldystrad@gmail.com,The Greenfield,01443 435953,Tonypandy,1
greenhouse.cwmbran@marstons.co.uk,Greenhouse,01633 863388,Cwmbran,1
greenhousecafeandkitchen@gmail.com,Greenhouse Cafe & Kitchen,01686 641939,Newtown,1
greenlady.caerphilly@marstons.co.uk,Green Lady,029 2135 8743,Caerphilly,1
groes.inn@jwlees.co.uk,"Groes Inn Hotel & Restaurant, Conwy",01492 650545,Conwy,1
group-27@2x-480x477.png,Vittorio’s,01633 840261,Newport,1
group-460@2x.png,Coldra Court Hotel,01633 413737,Langstone,1
grovehotel.stdavids@marstons.co.uk,Grove Hotel,01437 720341,St Davids,1
guest@gmail.com,Sitar Indian Takeaway,01248 602937,Bethesda,1
guoqiangliu0422@gmail.com,Golden Star,01446 711265,Rhoose,1
gwestylinks@jwlees.co.uk,Gwesty Links Hotel,01492 879180,Llandudno,1
hafanpwllheli@gwynedd.llyw.cymru,Hafan Pwllheli Marina,01758 701219,Pwllheli,1
halenapupur@outlook.com,Halen a pupur,07791 839989,Tregaron,1
halfwayenquiries@outlook.com,"The Halfway, Tal-y-Coed",01600 780396,Abergavenny,1
hanburyalehouse.caerleon@marstons.co.uk,Hanbury Arms,01633 420361,Caerleon,1
harbourinn.solva@marstons.co.uk,Harbour Inn,01437 720013,St Davids,1
harvestvegetariankitchen@gmail.com,Harvest Vegetarian Kitchen,01978 750881,Wrexham,1
haveliwales@gmail.com,Haveli Restaurant & Bar,01443 449779,Pontyclun,1
hawkandbuckleinn@gmail.com,The Hawk & Buckle Inn,01745 540249,Denbigh,1
hayleyjane@yahoo.co.uk,The Hideaway,01745 607865,Prestatyn,1
hb3g0@accor.com,NP20 Bar and Kitchen,01633 837700,Newport,1
hbitesltd@gmail.com,Happy Bites,01443 805990,Tonypandy,1
hello@alfredositalian.co.uk,Alfredo's Restaurant,01492 592381,Colwyn Bay,1
hello@ambikasocial.co.uk,Ambika Social,,Abergavenny,1
hello@andcaws.co.uk,& Caws,01248 564056,Menai Bridge,1
hello@artezzan.com,Artezzan Restaurant & Bar,01244 906959,Broughton,1
hello@asiadfusion.co.uk,Asiad,01656 503245,Porthcawl,1
hello@atlasruthin.co.uk,Atlas Ruthin,01824 702478,Denbigh,1
hello@barcodenewport.com,BAR.CODE,07848 831616,Newport,1
hello@bodnant-welshfood.co.uk,The Hayloft Bar & Grill and Bodnant Welsh Food,01492 651100,Colwyn Bay,2
hello@brechdan.co.uk,BRECHDAN Café,,Llanelli,1
hello@caneandryebar.co.uk,Cane & Rye,,Bridgend,1
hello@casecafe.co.uk,Crystal Sports Bar and Grill,07727 301989,Caerphilly,1
hello@castleinnpembs.co.uk,Castle Inn,01239 820742,Newport,1
hello@coffeeshopnw.co.uk,Betty Berkins,01352 372068,Flint,1
hello@courtscardiff.co.uk,Courts,029 2070 0009,Penarth,1
hello@crossinnpenally.co.uk,Cross Inn,01834 844665,Tenby,1
hello@fandhllancarfan.com,The Fox and Hounds Pub,01446 612134,Barry,1
hello@farmersarmspub.com,Farmer’s Arms Church Village,01443 205766,Church Village,1
hello@feastbuilth.co.uk,Feast Builth,01982 448469,Llandrindod Wells,1
hello@front-room.co.uk,Front Room and Front Room Porthcawl,01446 625861,Barry,2
hello@fusionrestaurant.co.uk,Fusion Restaurant,01656 717009,Bridgend,1
hello@goldcroftcaerleon.co.uk,The Goldcroft Inn,01633 420022,Caerleon,1
hello@gooseotl.co.uk,Goose On The Loose,029 2009 9737,Penarth,1
hello@gorserestaurant.co.uk,Gorse,029 2037 2055,Cardiff,1
hello@ivys.co.uk,Ivy's,,Pontypool,1
hello@khopchaideu.co.uk,Khop Chai Deu,01970 294260,Aberystwyth,1
hello@kingsarmspentyrch.com,Kings Arms,029 2089 0202,Llantrisant,1
hello@knightlysfunpark.co.uk,Knightly's Fun Park and Knightly's Bar,01745 332878,Kinmel Bay,2
hello@lacocinatapas.co.uk,La Cocina Tapas,01656 769899,Bridgend,1
hello@lestersfarmshop.co.uk,Susan's Coffee Shop,01244 540001,Buckley,1
hello@mamguwelshcakes.com,MamGu's Kitchen St Davids,01437 460147,St Davids,1
hello@marblesteakhouse.co.uk,Marble Steakhouse,01656 716056,Bridgend,1
hello@mor-mumbles.co.uk,Môr,07932 385217,Bishopston,1
hello@mulberrywholefoods.co.uk,Mulberry Bush Wholefoods,01570 423317,Lampeter,1
hello@number25.net,No. 25 Bar & Bistro,01492 541145,Colwyn Bay,1
hello@onzonthai.com,Onzon Thai,029 2128 2600,Penarth,1
hello@outofofficebrunch.co.uk,Foodology Kitchen,07966 923294,Tonyrefail,1
hello@parioholidayparks.com,The Cliffs Restaurant and Tan Rallt Holiday Home Park & Spa,01492 511633,Colwyn Bay,2
hello@pollyssocial.co,Polly’s Social,01352 748923,Buckley,1
hello@posso.uk,St Davids Fish and Chips,01437 723640,St Davids,1
hello@rfuenzalida.com,Forbidden Florist,01437 208989,Haverfordwest,1
hello@riodoroitalianrestaurant.co.uk,Rio D’Oro Castle Cary,01963 406561,Rogerstone,1
hello@roostmerthyr.co.uk,The Roost Merthyr Tydfil Ltd,07484 697392,Troed-y-rhiw and Pentrebach,1
hello@royalrasoitonteg.co.uk,Royal Rasoi,01443 709272,Church Village,1
hello@sff.co.uk,Street Food Factory,07368 336729,Abertillery,1
hello@sgwdgwladys.co.uk,Sgwd Gwladys,01639 721519,Neath,1
hello@shrubchester.co.uk,Shrub,01244 340919,Broughton,1
hello@steakandstamp.co.uk,Steak and Stamp,01656 860393,Bridgend,1
hello@the-turf.co.uk,The Turf,07810 323806,Wrexham,1
hello@thebridgellangennech.co.uk,The Bridge,01554 821301,Llanelli,1
hello@thebritpub.co.uk,The Brit Public House & Restaurant,01639 680247,Neath,1
hello@thecrownpantygelli.com,The Crown at Pantygelli,01873 853314,Abergavenny,1
hello@thegallerycafe.co.uk,The Gallery Cafe Hawarden,01244 569350,Hawarden,1
hello@thegoodstuffcoffee.co.uk,The Good Stuff Coffee - Caldicot,07842 586400,Caldicot,1
hello@thepriorycaerleon.co.uk,The Priory,01633 421241,Caerleon,1
hello@theranchbarandgrill.co.uk,The Ranch Breakfast Bar and Grill,07385 168900,Maesteg,1
hello@thesavvyfoxpub.com,The Savvy Fox,01978 661002,Wrexham,1
hello@thethirstyelephant.com,The Thirsty Elephant Coffee + Bar,07598 600310,Beddau,1
hello@three-tuns.com,Three Tuns,01497 821855,Hay-on-Wye,1
hello@tredegararms.com,"The Tredegar Arms, Shirenewton",01291 783600,Tredegar,1
hello@y-beudy.co.uk,Y Beudy (The Cowshed),01766 800292,Porthmadog,1
hello@yllewcoch.co.uk,Y Llew Coch - The Red Lion,07508 023241,Machynlleth,1
hello@yosushi.com,YO! Ebbw Vale Tesco Kiosk and 2 other restaurants,0345 677 9240,Ebbw Vale,3
helloconwy@johnnydoughs.com,Johnny Dough's at The Bridge and Johnny Dough's Wood-Fired Pizza,01492 817111,Conwy,2
hellohiraethkitchen@gmail.com,Hiraeth,,Cardiff,1
helloparcbrynbach@aneurinleisure.org.uk,Parc Bryn Bach,01495 369687,Tredegar,1
helo@whitehall.cymru,Whitehall,01758 614091,Pwllheli,1
henandchicken.abergavenny@phoenixpub.co.uk,Hen & Chicken,01873 853613,Abergavenny,1
hendrecoed@gmail.com,Bay View Restaurant,01341 280597,Dolgellau,1
hey@hivemindmead.com,Hive Mind Mead & Brew Co - Wye Valley Meadery,07402 953998,Caldicot,1
hi@mystore.com,The Observatory Swansea and 9 other restaurants,01792 960526,Swansea,10
hickmans@gastrofoods.co.uk,Hickmans Bar and Restaurant and The Old Swan Inn,029 2003 8888,Penarth,2
hightideinn1@aol.com,The Hi Tide,01656 782432,Porthcawl,1
hiitsmarkantony@gmail.com,Nora's Kitchen,07432 298528,Tenby,1
hikarinoodle@gmail.com,Hikari Sushi & Noodle Bar,01291 901271,Chepstow,1
hlc@bryncynonstrategy.org.uk,Taffys Cafe & Catering and The Feel Good Factory,01443 475120,Mountain Ash,2
hollolgymraeg@oil4wales.co.uk,Hollol Gymraeg,01267 611467,Carmarthen,1
holytomatopies@gmail.com,Holy Tomato,(856) 228-1234,Blackwood,1
hoppercafehope@gmail.com,Grasshopper Cafe,07976 067338,Hope,1
horseandjockeypontypool@gmail.com,The Horse & Jockey,01495 762723,Pontypool,1
hotelmariners@hotmail.co.uk,Mariners Bar and Restaurant and Hotel Mariners Haverfordwest Pembrokeshire West Wales,01437 763353,Haverfordwest,2
ian@amberwebsolutions.com,Menai Deli Sandwich Bar,01248 713178,Menai Bridge,1
icecream@pointzcastle.com,Pointz Castle Ice Cream,,St Davids,1
ilfioreitalian@gmail.com,IL FIORE,01291 624666,Chepstow,1
img_0242_d47e6989-0035-4007-a8a8-0c25bd3a0027_480x480@2x.jpg,Cabin Cwtch,01633 413700,Langstone,1
infi@tatwsorgalon.co.uk,Tatws O’r Galon,07479 649679,Cardigan,1
info@107diningroom.co.uk,107 Dining Room,0151 342 3420,Holywell,1
info@abbeymill.com,Woodsaw and Wheel,,Chepstow,1
info@aberystwythcliffrailway.co.uk,Y Consti,01970 617642,Aberystwyth,1
info@alfredsbarandgrill.com,Alfred's Bar & Grill,01443 404060,Pontypridd,1
info@amantola.co.uk,"The Amantola - Indian Restaurant, Bar & Delivery",01244 811324,Flint,1
info@amiciblackwood.co.uk,Amici Italian Restaurant Blackwood,01495 239866,Blackwood,1
info@amiciditalia1.co.uk,Amici D’Italia Pontypool,01495 769040,Cwmbran,1
info@aneurinleisure.org.uk,Abertillery Sports Centre,01495 369225,Abertillery,1
info@angleseyoutdoors.com,Paddlers Return,01407 769351,Holyhead,1
info@archway.wales,The Archway,01492 592458,Conwy,1
info@ashburnham-hotel.co.uk,The Ash Bar & Grill (The Ashburnham Hotel),01554 834455,Burry Port,1
info@astondiner.com,Aston Diner,(610) 494-5656,Aston,1
info@audleysrestaurants.co.uk,Aston’s at Wycliffe Park,01494 321206,Aston,1
info@baffleculture.com,Baffle Haus: The Cedars,07943 722325,Pontypool,1
info@barrelhouseferndale.com,BARREL HOUSE,(248) 808-6540,Ferndale,1
info@bearhotel.co.uk,"The Bear Hotel, Crickhowell",01873 810408,Cwm,1
info@bearshead.co.uk,The Bear's Head,029 2297 1312,Penarth,1
info@beaufortparkhotel.co.uk,Beaufort Park Hotel,01352 758646,Buckley,1
info@benllechtandoori.com,Benllech Tandoori Restaurant,01248 666888,Brynteg,1
info@bharatrestaurant.co.uk,The Taste of Bharat,07367 209876,Llanelli,1
info@biffys.co.uk,Biffy's Bar & Restaurant,01646 476051,Milford Haven,1
info@billycan-tenby.co.uk,Billycan,01834 842172,Pembroke Dock,1
info@blackpoolmill.com,Black Pool Mill Restaurant,01834 862444,Milford Haven,1
info@blokrestaurant.co.uk,Blok Fine Dining Restaurant,,Rhondda,1
info@blueanchoraberthaw.com,Blue Anchor Inn,01446 750329,Barry,1
info@bluegarlicrisca.co.uk,Blue Garlic,01633 741220,Risca,1
info@boathouseellesmere.co.uk,The Boat House,01691 623852,Chirk,1
info@boathousehotelholyhead.com,The Boathouse Hotel,01407 762094,Holyhead,1
info@brasachirk.co.uk,BRASA STEAK WINE TAPAS,01691 881288,Chirk,1
info@bridgeendhotel.co.uk,Bridge End Hotel,01978 861703,Llangollen,1
info@broadfield.farm,Jan'z Restaurant & BB's Bar,,Saundersfoot,1
info@brynammancinema.org,Brynamman Public Hall Cinema,01269 823232,Brynamman,1
info@bunchofgrapes.org.uk,"Bunch Of Grapes, Pontypridd",01443 402934,Pontypridd,1
info@burgerboyz.net,Burger Boyz - Newport and Burger Boyz - Port Talbot,,Newport,2
info@caerphillygardencentre.co.uk,Caerphilly Garden Centre,029 2086 1511,Caerphilly,1
info@cafepaci.com.au,Cafe Paci,0402 392 189,Newtown,1
info@caffibeca.co.uk,Caffi Beca,01994 419735,Gwaun-Cae-Gurwen,1
info@cardigancastle.com,1176 Aberteifi and Cardigan Castle,01239 562002,Cardigan,2
info@cariadcafe.com,Cariad Cafe,01792 851185,Pontarddulais,1
info@carpentersarms-shirenewton.co.uk,The Carpenters Arms,01291 641231,Chepstow,1
info@castlehotelneath.co.uk,The Castle Hotel,01639 641119,Neath,1
info@catch22anglesey.co.uk,Catch 22 Anglesey,01407 238220,Holyhead,1
info@chefstablechester.co.uk,Chef's Table,01244 403040,Broughton,1
info@cinnamonkitchenpt.co.uk,Cinnamon Kitchen,01639 897870,Port Talbot,1
info@coffiabara.co.uk,Coffi a Bara,07702 567214,Tregaron,1
info@colwynbay.info,Black Cloak Brewery & Taproom and Good Taste Bistro,01492 330274,Colwyn Bay,2
info@colwynbaykebabhouse.com,Colwyn Bay Kebab House,01492 701161,Colwyn Bay,1
info@commonwoodleisure.com,The Acorn - Commonwood,07872 900282,Wrexham,1
info@company.co.nz,Afan Mountain Lodge,01639 316995,Port Talbot,1
info@conwylodgepark.co.uk,Swallows Nest Bar & Bistro,01492 582010,Conwy,1
info@corkonsaginaw.com,Cork on Saginaw,(810) 422-9625,Flint,1
info@countrytimbers.com,The Potting Shed Tearooms,01443 449799,Beddau,1
info@cozyvibes.co.uk,Cozy Vibes at Finnegans Inn,01446 500111,Barry,1
info@craftrenaissance.co.uk,Craft Renaissance Kitchen,07741 539066,Usk,1
info@createsgallery.com,Creates Monmouth,01600 460492,Monmouth,1
info@crispandfry.co.uk,Crisp & Fry Carmarthen and Crisp & Fry Cross Hands,01267 468130,Carmarthen,2
info@crispandfry.com,Crisp & Fry Pontyates,01554 897954,Trimsaran,1
info@crossfoxes.co.uk,Cross Foxes,01341 421001,Dolgellau,1
info@crug-glas.co.uk,Crug Glas Country House Restaurant,01348 831302,St Davids,1
info@crust.wales,Crust Pizzeria,01758 712896,Pwllheli,1
info@daffodilinn.co.uk,"Daffodil Inn, Penrhiwllan",01559 370343,Cardigan,1
info@davenezia.co.uk,Da Venezia,01492 872074,Llandudno,1
info@desifoodpoint.com,Desi Food Point,01248 370858,Bangor,1
info@dhumatogo.co.uk,SeaView Indian Restaurant,,Caernarfon,1
info@dinasspice.co.uk,DINAS SPICE,029 2083 0000,Abertridwr and Senghenydd,1
info@domain.com,Abercrave Inn,01639 731119,Ystalyfera,1
info@donegansrestaurant.co.uk,Donegans,028 9146 3928,Bangor,1
info@druidinngorsedd.co.uk,The Druid Inn,01352 746367,Holywell,1
info@eagleandchild.com,Eagle & Child Inn,01745 856391,Rhyl,1
info@eighteenthirtytwo.co.uk,1832,01656 786175,Porthcawl,1
info@elgano.co.uk,Elgano Italian Restaurant,029 2025 5853,Cardiff,1
info@falconretreat.com,Falcon Inn,01685 267800,Aberdare,1
info@feastbrothers.co.uk,Feast Brothers,01407 521394,Holyhead,1
info@fernandivy.co.uk,The Fern & Ivy,,Rhondda,1
info@ferryhouseinn.co.uk,Ferry House Inn,01646 600270,Milford Haven,1
info@fishkitchen1854.co.uk,Fish Kitchen 1854,01443 819582,Pontllanfraith,1
info@flavoursofindia.co.uk,Flavours Of India,01443 810975,Ystrad Mynach,1
info@foxinnysceifiog.co.uk,Fox Inn,01352 720241,Holywell,1
info@francochips.com,Franco's,01639 881202,Port Talbot,1
info@frontroomrhyl.co.uk,Front Room,01745 361499,Rhyl,1
info@furniturediscount.co.uk,Furniture Discount Outlet Centre,01443 526080,Fleur-de-lis and Pengam,1
info@fuzionrestaurant.co.uk,Fuzion,07383 465970,Abergavenny,1
info@gaerinn.co.uk,The Gaer Inn,01633 246066,Rogerstone,1
info@gem42.co.uk,Gem 42,01633 287591,Newport,1
info@georgeanddragonabergele.com,The George & Dragon,01745 826050,Abergele,1
info@georgeanddragonconwy.com,The George & Dragon,01492 584232,Conwy,1
info@georgethethird.pub,"George III, Penmaenpool",01341 422525,Dolgellau,1
info@ggsgelato.co.uk,The Estuary Bar,01792 850777,Gowerton,1
info@glendalehotel.co.uk,Villa Napoli,029 2070 6701,Penarth,1
info@goldenfleeceinn.com,Golden Fleece Inn,01766 512421,Porthmadog,1
info@gowerinn.co.uk,Gower Inn,01792 233116,Bishopston,1
info@greek-flavours.com,Greek Flavours,01792 381143,Swansea,1
info@greenmeadowgolf.com,GreenMeadow Golf and Country Club,01633 869321,Cwmbran,1
info@gwynfrynbandb.co.uk,The Hidden Chapel Restaurant,07947 272821,Colwyn Bay,1
info@handinndenbigh.com,Hand Inn,01745 607031,Denbigh,1
info@havenchicken.co.uk,Haven Fried Chicken,01646 699379,Milford Haven,1
info@haycastletrust.org,Hay Castle,01497 820079,Hay-on-Wye,1
info@heathcockcardiff.com,The Heathcock,029 2115 2290,Cardiff,1
info@henfecws.com,Yr Hen Fecws Restaurant and B&B,01766 514625,Porthmadog,1
info@herrik.com,Herrik Cellar Services,07745 544558,Chirk,1
info@himalayanlounge.co.uk,Himalayan Lounge,01600 716235,Monmouth,1
info@hiveaberaeron.co.uk,The Hive,01545 570445,Cardigan,1
info@hkpcl.com,Golden City and 4 other restaurants,01352 748582,Mold,5
info@holyheadsailingclub.co.uk,Holyhead Sailing Club,01407 762526,Holyhead,1
info@homeatpenarth.co.uk,Home,029 2071 0686,Penarth,1
info@honeysucklewood.co.uk,The Griffin,07980 869356,Monmouth,1
info@hootonshomegrown.co.uk,Hootons Homegrown Farmer Hootons Tatws Poeth Jacket Potatoes,01248 430644,Llanfairpwllgwyngyll,1
info@hubbox.co.uk,Hub Box Cardiff,029 2046 2655,Cardiff,1
info@hwbnarberth.com,Hwb,,Narberth,1
info@ialrestaurant.co.uk,Iâl Restaurant,01978 548818,Wrexham,1
info@indianapontypool.co.uk,Indiana Take Away,01495 773746,Pontypool,1
info@indiantypefoundry.com,Raj Kinara and 4 other restaurants,01446 711711,Barry,5
info@jafranindian.com,Jafran Indian Takeaway,01443 570600,Llantrisant,1
info@jamilrestaurant.co.uk,Jamil Indian Restaurant,01443 401818,Pontypridd,1
info@jasminethaitakeaway.co.uk,Jasmine Thai Takeaway & Restaurant,01267 892400,Carmarthen,1
info@kalimirchbarry.co.uk,Kalimirch,01446 733223,Barry,1
info@keyif.co.uk,Keyif Restaurant | Turkish Mediterranean Cuisine,029 2070 2429,Penarth,1
info@kilverts.co.uk,Kilverts Inn,,Hay-on-Wye,1
info@kingsheadhotelabergavenny.co.uk,The Kings Head Hotel,01873 853575,Abergavenny,1
info@kozmerthyr.co.uk,Köz Turkish Restaurant Merthyr Tydfil,01685 705065,Merthyr Tydfil,1
info@la-lunarestaurant.com,La Luna,01443 239600,Porth,1
info@lagousto.com,La Gousto Elegante,0191 380 6140,Shotton,1
info@lakecountryhouse.co.uk,Lake Country House Hotel & Spa,01591 620202,Builth Wells,1
info@lasrecycling.com,LAS Recycling Ltd,01570 421421,Lampeter,1
info@lcdp.org.uk,Llanharan Drop In Centre,01443 229723,Llanharan and Brynna,1
info@lezzetauthenticrestaurant.com,Lezzet Authentic Restaurant,01792 892113,Gorseinon,1
info@lezzetcardiff.co.uk,Lezzet Turkish Kitchen,029 2132 1415,Cardiff,1
info@lionhotelwelshpool.co.uk,The Lion Hotel,01686 640452,Welshpool,1
info@lionroyal.co.uk,Severn Arms Hotel,01597 851224,Llandrindod Wells,1
info@littleitalyaberystwyth.co.uk,Little Italy,01970 623338,Aberystwyth,1
info@llandudnospice.com,Llandudno Spice,01492 558822,Llandudno,1
info@llanelweddarmshotel.com,Llanelwedd Arms Hotel,01982 553282,Builth Wells,1
info@llanerch.co.uk,Roots Restaurant @ Llanerch Vineyard and 2 other restaurants,01443 222716,Porth,3
info@llanrwstkebabhouse.co.uk,Llanrwst Kebab House,01492 642044,Llanrwst,1
info@llantrisantgolfclub.com,Llantrisant & Pontyclun Golf Club,01443 228169,Llantrisant,1
info@love-food.co.uk,Love Food,01685 481557,Merthyr Tydfil,1
info@maahis.co.uk,Maahis,01978 824440,Rhosllanerchrugog,1
info@maesmanor.com,Maes Manor Hotel,01495 220011,Blackwood,1
info@manorhotel.co.uk,The Manor Hotel,01873 810212,Crickhowell,1
info@marinespice.co.uk,Marine Spice Restaurant,01745 779900,Rhyl,1
info@mariosflavours.co.uk,Mario's Flavours,07500 287372,Gorseinon,1
info@masonshotel.com,Masons Arms,01656 720253,Bridgend,1
info@meatandgreek.co.uk,Meat and Greek,07414 440681,Barry,1
info@mediterraneanrestaurant.uk,Mediterranean Restaurant,01792 363666,Pontarddulais,1
info@meirion.wales,Meirion Vaults,,Blaenau Ffestiniog,1
info@menu.indianempire.co.uk,Indian Empire Ltd,01291 431144,Chepstow,1
info@metropole.co.uk,Metropole Hotel and Spa,01597 823700,Llandrindod Wells,1
info@mezze-me.co.uk,Mezze Me,01873 268728,Abergavenny,1
info@minnowstdavids.com,MINNOW,,St Davids,1
info@morni.co.uk,Morni - Indian Restaurant Oswestry,01691 750000,Chirk,1
info@mulberry-restaurant.co.uk,The Mulberry Restaurant,01834 811313,Pembroke Dock,1
info@mulberryconwy.pub,"The Mulberry, Conwy Marina",01492 583350,Colwyn Bay,1
info@mysite.com,Roadhouse Whitland and Lampeter Caravan & Camping,01994 241193,Saundersfoot,2
info@nagsheadabercych.co.uk,The Nags Head,01239 841200,Cardigan,1
info@nagsheadgarthmyl.co.uk,The Nags Head Inn,01686 640600,Newtown,1
info@ndiscovered.com,Cicchetti-Tarbert,01880 739193,Treherbert,1
info@neathdeli.shop,Neath Deli,,Neath,1
info@nightingalehouse.co.uk,Caffi Cwtch,01978 447550,Wrexham,1
info@noble-court.co.uk,Charlie's Celtic Tavern,01834 861908,Narberth,1
info@nomibangor.co.uk,Nomi Rooms & Restaurant,07498 415454,Bangor,1
info@nomiporthmadog.co.uk,Nomi Porthmadog,07498 415456,Porthmadog,1
info@nomipwllheli.co.uk,NOMI PWLLHELI,07308 163313,Pwllheli,1
info@notoriouseatz.com,Notorious Eatz N Sweetz,07488 929019,Rhosllanerchrugog,1
info@novarestaurant.co.uk,Nova Restaurant,0151 342 9959,Holywell,1
info@nwdl.co,Nwdl,,Pwllheli,1
info@oceansedgerestaurant.co.uk,Ocean’s Edge Restaurant,01407 861785,Holyhead,1
info@oldbarnthreecocks.co.uk,The Old Barn Inn,01497 847861,Builth Wells,1
info@oldfarmhousebrewery.co.uk,St Davids Old Farmhouse Brewery,01437 729248,St Davids,1
info@oneoclockgate.co.uk,One O'clock Gate,029 2051 4128,Dinas Powys,1
info@orkarestaurants.com,Orka,07487 602541,Swansea,1
info@otleybrewpubandkitchen.com,Otley Brewpub & Kitchen,01443 402033,Pontypridd,1
info@oystercatcheranglesey.co.uk,Oyster Catcher,01407 812829,Holyhead,1
info@papispizzeriatapas.co.uk,Papi's Pizzeria & Tapas,01633 847097,Caldicot,1
info@paramountrestaurant.co.uk,Paramount restaurant,029 2070 8778,Penarth,1
info@parcelsofmagic.com,Pembrokeshire Pasty & Pie Co,01834 818467,Saundersfoot,1
info@pebblesbistro.co.uk,PEBBLES BISTRO,01248 208787,Brynteg,1
info@pembreycountryinn.co.uk,Pembrey Country Inn,07812 335015,Burry Port,1
info@penally-abbey.com,Rhosyn Restaurant at Penally Abbey and Penally Abbey Hotel Ltd,01834 843033,Pembroke,2
info@penralleyhouse.com,Penralley House,01597 811868,Rhayader,1
info@penycaeinn.com,Penycae Inn,01639 730100,Ystalyfera,1
info@phoenixbowl.co.uk,Phoenix Bowl,01646 690605,Milford Haven,1
info@pizzorante.co.uk,Pizzorante,01873 857777,Abergavenny,1
info@plashyfrydhotel.com,Hotel Plas Hyfryd,01834 869006,Narberth,1
info@ploughrhosmaen.com,The Plough Hotel & Restaurant,01558 823431,Ammanford,1
info@poachersrestaurant.uk,Poachers Restaurant,01766 522512,Pwllheli,1
info@pocopoco.co.uk,Poco Poco,01656 667999,Bridgend,1
info@porthcawltandoori.co.uk,Porthcawl Tandoori Takeaway,01656 788193,Porthcawl,1
info@portodue.co.uk,Porto's and Porto Due,029 2022 7147,Cardiff,2
info@premierroomz.co.uk,Tudor Rose,0151 665 0303,Garden City,1
info@pwllhelitandoori.com,Pwllheli Tandoori Restaurant,01758 613884,Pwllheli,1
info@pylegardencentre.com,The Olive Tree and Pyle Garden Centre,01656 741443,Porthcawl,2
info@rahiltandoori.co.uk,Rahil Restaurant,01446 720259,Barry,1
info@rajkitchen.com,Raj Kitchen Swansea,01792 446966,Swansea,1
info@rasoiwales.co.uk,Rasoi Indian Kitchen,01792 882409,Gorseinon,1
info@rasoiwaterfront.co.uk,Rasoi Waterfront,01792 462350,Swansea,1
info@reallywildemporium.co.uk,The Really Wild Restaurant,01437 721755,Milford Haven,1
info@redlion-penyffordd.com,Restaurant - The Red Lion Restaurant Penyffordd,01244 540682,Buckley,1
info@redlionnorthop.com,The Red Lion at Northop,01352 961230,Buckley,1
info@redroseindian.com,Red Rose Indian Restaurant & Takeaway,01443 441111,Tonypandy,1
info@redspice-merthyr.co.uk,Red Spice,01685 370666,Merthyr Tydfil,1
